simulation_id,workflow,domain,y_min,y_max,chains,draws_per_chain,posterior_draws_total,n_obs,pvs_theta,pvs_pred,pvs_joint,trace_member,pvs_theta_nominal,pvs_pred_nominal,pvs_joint_nominal,delta_pvs_theta_vs_nominal,delta_pvs_pred_vs_nominal,delta_pvs_joint_vs_nominal
69,area,nominal,0.0,1.0,4,3000,12000,288,0.7515,0.8652763310185185,0.6506921296296296,trace_pvs_sdescriptor_mismatch_nominal_sim69.nc,0.7515,0.8652763310185185,0.6506921296296296,0.0,0.0,0.0
70,area,broad,-0.05,1.05,4,3000,12000,288,0.9655,0.9733723958333333,0.9398003472222223,trace_pvs_sdescriptor_mismatch_nominal_sim70.nc,0.803,0.8824615162037037,0.7091478587962963,0.16249999999999998,0.09091087962962963,0.230652488425926
70,area,narrow,0.02,0.98,4,3000,12000,288,0.5698333333333333,0.8056160300925926,0.4601223958333333,trace_pvs_sdescriptor_mismatch_nominal_sim70.nc,0.803,0.8824615162037037,0.7091478587962963,-0.23316666666666674,-0.07684548611111108,-0.24902546296296296
70,area,nominal,0.0,1.0,4,3000,12000,288,0.803,0.8824615162037037,0.7091478587962963,trace_pvs_sdescriptor_mismatch_nominal_sim70.nc,0.803,0.8824615162037037,0.7091478587962963,0.0,0.0,0.0
71,area,broad,-0.05,1.05,4,3000,12000,288,0.96825,0.9778220486111111,0.9467769097222222,trace_pvs_sdescriptor_mismatch_nominal_sim71.nc,0.8285833333333333,0.9100462962962963,0.7544554398148148,0.13966666666666672,0.06777575231481481,0.1923214699074074
71,area,narrow,0.02,0.98,4,3000,12000,288,0.60825,0.8453975694444444,0.5153012152777777,trace_pvs_sdescriptor_mismatch_nominal_sim71.nc,0.8285833333333333,0.9100462962962963,0.7544554398148148,-0.22033333333333338,-0.06464872685185186,-0.23915422453703705
71,area,nominal,0.0,1.0,4,3000,12000,288,0.8285833333333333,0.9100462962962963,0.7544554398148148,trace_pvs_sdescriptor_mismatch_nominal_sim71.nc,0.8285833333333333,0.9100462962962963,0.7544554398148148,0.0,0.0,0.0
72,area,broad,-0.05,1.05,4,3000,12000,288,0.9639166666666666,0.9838920717592593,0.9484155092592592,trace_pvs_sdescriptor_mismatch_nominal_sim72.nc,0.75075,0.9347647569444445,0.7024664351851851,0.21316666666666662,0.049127314814814804,0.24594907407407407
72,area,narrow,0.02,0.98,4,3000,12000,288,0.40925,0.8897080439814815,0.3653388310185185,trace_pvs_sdescriptor_mismatch_nominal_sim72.nc,0.75075,0.9347647569444445,0.7024664351851851,-0.3415,-0.045056712962962986,-0.33712760416666665
72,area,nominal,0.0,1.0,4,3000,12000,288,0.75075,0.9347647569444445,0.7024664351851851,trace_pvs_sdescriptor_mismatch_nominal_sim72.nc,0.75075,0.9347647569444445,0.7024664351851851,0.0,0.0,0.0
73,area,broad,-0.05,1.05,4,3000,12000,288,0.9754166666666667,0.9820972222222222,0.9579655671296297,trace_pvs_sdescriptor_mismatch_nominal_sim73.nc,0.8450833333333333,0.8928654513888888,0.7548642939814815,0.1303333333333334,0.08923177083333333,0.2031012731481482
73,area,narrow,0.02,0.98,4,3000,12000,288,0.6165833333333334,0.8141510416666666,0.5029334490740741,trace_pvs_sdescriptor_mismatch_nominal_sim73.nc,0.8450833333333333,0.8928654513888888,0.7548642939814815,-0.22849999999999993,-0.07871440972222221,-0.25193084490740736
73,area,nominal,0.0,1.0,4,3000,12000,288,0.8450833333333333,0.8928654513888888,0.7548642939814815,trace_pvs_sdescriptor_mismatch_nominal_sim73.nc,0.8450833333333333,0.8928654513888888,0.7548642939814815,0.0,0.0,0.0
74,area,broad,-0.05,1.05,4,3000,12000,288,0.9484166666666667,0.965087962962963,0.9153188657407407,trace_pvs_sdescriptor_mismatch_nominal_sim74.nc,0.7423333333333333,0.8571576967592592,0.6366822916666667,0.2060833333333334,0.10793026620370372,0.27863657407407405
74,area,narrow,0.02,0.98,4,3000,12000,288,0.49883333333333335,0.7793715277777777,0.38958767361111113,trace_pvs_sdescriptor_mismatch_nominal_sim74.nc,0.7423333333333333,0.8571576967592592,0.6366822916666667,-0.24349999999999994,-0.0777861689814815,-0.24709461805555555
74,area,nominal,0.0,1.0,4,3000,12000,288,0.7423333333333333,0.8571576967592592,0.6366822916666667,trace_pvs_sdescriptor_mismatch_nominal_sim74.nc,0.7423333333333333,0.8571576967592592,0.6366822916666667,0.0,0.0,0.0
75,area,broad,-0.05,1.05,4,3000,12000,288,0.9734166666666667,0.9808718171296297,0.9548058449074074,trace_pvs_sdescriptor_mismatch_nominal_sim75.nc,0.8560833333333333,0.8949592013888888,0.7664658564814815,0.1173333333333334,0.08591261574074083,0.18833998842592592
75,area,narrow,0.02,0.98,4,3000,12000,288,0.6438333333333334,0.8174658564814815,0.5273075810185185,trace_pvs_sdescriptor_mismatch_nominal_sim75.nc,0.8560833333333333,0.8949592013888888,0.7664658564814815,-0.21224999999999994,-0.07749334490740734,-0.23915827546296298
75,area,nominal,0.0,1.0,4,3000,12000,288,0.8560833333333333,0.8949592013888888,0.7664658564814815,trace_pvs_sdescriptor_mismatch_nominal_sim75.nc,0.8560833333333333,0.8949592013888888,0.7664658564814815,0.0,0.0,0.0
76,area,broad,-0.05,1.05,4,3000,12000,288,0.92275,0.9324097222222222,0.8604632523148148,trace_pvs_sdescriptor_mismatch_nominal_sim76.nc,0.58575,0.7766096643518519,0.45533275462962963,0.33699999999999997,0.15580005787037032,0.40513049768518516
76,area,narrow,0.02,0.98,4,3000,12000,288,0.35675,0.6951984953703704,0.24843721064814814,trace_pvs_sdescriptor_mismatch_nominal_sim76.nc,0.58575,0.7766096643518519,0.45533275462962963,-0.22899999999999998,-0.08141116898148149,-0.2068955439814815
76,area,nominal,0.0,1.0,4,3000,12000,288,0.58575,0.7766096643518519,0.45533275462962963,trace_pvs_sdescriptor_mismatch_nominal_sim76.nc,0.58575,0.7766096643518519,0.45533275462962963,0.0,0.0,0.0
77,area,broad,-0.05,1.05,4,3000,12000,288,0.93275,0.9849169560185185,0.9187019675925926,trace_pvs_sdescriptor_mismatch_nominal_sim77.nc,0.6923333333333334,0.9237311921296296,0.6402103587962963,0.2404166666666666,0.061185763888888856,0.2784916087962963
77,area,narrow,0.02,0.98,4,3000,12000,288,0.4225,0.8684273726851852,0.3680159143518518,trace_pvs_sdescriptor_mismatch_nominal_sim77.nc,0.6923333333333334,0.9237311921296296,0.6402103587962963,-0.26983333333333337,-0.0553038194444444,-0.27219444444444446
77,area,nominal,0.0,1.0,4,3000,12000,288,0.6923333333333334,0.9237311921296296,0.6402103587962963,trace_pvs_sdescriptor_mismatch_nominal_sim77.nc,0.6923333333333334,0.9237311921296296,0.6402103587962963,0.0,0.0,0.0
78,area,broad,-0.05,1.05,4,3000,12000,288,0.9564166666666667,0.9831481481481481,0.9402821180555555,trace_pvs_sdescriptor_mismatch_nominal_sim78.nc,0.8165833333333333,0.9339131944444444,0.7628064236111111,0.13983333333333337,0.04923495370370368,0.17747569444444444
78,area,narrow,0.02,0.98,4,3000,12000,288,0.6705,0.8859916087962963,0.594638599537037,trace_pvs_sdescriptor_mismatch_nominal_sim78.nc,0.8165833333333333,0.9339131944444444,0.7628064236111111,-0.14608333333333334,-0.04792158564814808,-0.16816782407407405
78,area,nominal,0.0,1.0,4,3000,12000,288,0.8165833333333333,0.9339131944444444,0.7628064236111111,trace_pvs_sdescriptor_mismatch_nominal_sim78.nc,0.8165833333333333,0.9339131944444444,0.7628064236111111,0.0,0.0,0.0
79,area,broad,-0.05,1.05,4,3000,12000,288,0.9670833333333333,0.9760315393518518,0.9439056712962963,trace_pvs_sdescriptor_mismatch_nominal_sim79.nc,0.7866666666666666,0.8812760416666666,0.6935529513888888,0.18041666666666667,0.09475549768518521,0.2503527199074075
79,area,narrow,0.02,0.98,4,3000,12000,288,0.5794166666666667,0.8103098958333333,0.4700740740740741,trace_pvs_sdescriptor_mismatch_nominal_sim79.nc,0.7866666666666666,0.8812760416666666,0.6935529513888888,-0.20724999999999993,-0.07096614583333327,-0.22347887731481475
79,area,nominal,0.0,1.0,4,3000,12000,288,0.7866666666666666,0.8812760416666666,0.6935529513888888,trace_pvs_sdescriptor_mismatch_nominal_sim79.nc,0.7866666666666666,0.8812760416666666,0.6935529513888888,0.0,0.0,0.0
80,area,broad,-0.05,1.05,4,3000,12000,288,0.97575,0.9770069444444445,0.953330150462963,trace_pvs_sdescriptor_mismatch_nominal_sim80.nc,0.8506666666666667,0.8785324074074075,0.7476553819444445,0.12508333333333332,0.09847453703703701,0.2056747685185185
80,area,narrow,0.02,0.98,4,3000,12000,288,0.6415,0.7958220486111112,0.5112256944444444,trace_pvs_sdescriptor_mismatch_nominal_sim80.nc,0.8506666666666667,0.8785324074074075,0.7476553819444445,-0.20916666666666672,-0.08271035879629629,-0.23642968750000004
80,area,nominal,0.0,1.0,4,3000,12000,288,0.8506666666666667,0.8785324074074075,0.7476553819444445,trace_pvs_sdescriptor_mismatch_nominal_sim80.nc,0.8506666666666667,0.8785324074074075,0.7476553819444445,0.0,0.0,0.0
81,area,broad,-0.05,1.05,4,3000,12000,288,0.9669166666666666,0.9692112268518519,0.9372034143518518,trace_pvs_sdescriptor_mismatch_nominal_sim81.nc,0.7985,0.8731105324074074,0.6977019675925926,0.16841666666666666,0.09610069444444447,0.23950144675925922
81,area,narrow,0.02,0.98,4,3000,12000,288,0.5170833333333333,0.7923929398148148,0.4109620949074074,trace_pvs_sdescriptor_mismatch_nominal_sim81.nc,0.7985,0.8731105324074074,0.6977019675925926,-0.28141666666666665,-0.08071759259259259,-0.2867398726851852
81,area,nominal,0.0,1.0,4,3000,12000,288,0.7985,0.8731105324074074,0.6977019675925926,trace_pvs_sdescriptor_mismatch_nominal_sim81.nc,0.7985,0.8731105324074074,0.6977019675925926,0.0,0.0,0.0
82,area,broad,-0.05,1.05,4,3000,12000,288,0.94875,0.9568952546296297,0.9078776041666666,trace_pvs_sdescriptor_mismatch_nominal_sim82.nc,0.6945833333333333,0.8366394675925926,0.5814973958333334,0.25416666666666665,0.1202557870370371,0.32638020833333325
82,area,narrow,0.02,0.98,4,3000,12000,288,0.44275,0.7630324074074074,0.3383394097222222,trace_pvs_sdescriptor_mismatch_nominal_sim82.nc,0.6945833333333333,0.8366394675925926,0.5814973958333334,-0.25183333333333335,-0.07360706018518515,-0.24315798611111117
82,area,nominal,0.0,1.0,4,3000,12000,288,0.6945833333333333,0.8366394675925926,0.5814973958333334,trace_pvs_sdescriptor_mismatch_nominal_sim82.nc,0.6945833333333333,0.8366394675925926,0.5814973958333334,0.0,0.0,0.0
83,area,broad,-0.05,1.05,4,3000,12000,288,0.9345833333333333,0.9688098958333333,0.9054945023148148,trace_pvs_sdescriptor_mismatch_nominal_sim83.nc,0.71475,0.8732346643518518,0.6245069444444444,0.21983333333333333,0.0955752314814815,0.28098755787037033
83,area,narrow,0.02,0.98,4,3000,12000,288,0.5025833333333334,0.8108810763888888,0.408326099537037,trace_pvs_sdescriptor_mismatch_nominal_sim83.nc,0.71475,0.8732346643518518,0.6245069444444444,-0.21216666666666661,-0.062353587962962975,-0.2161808449074074
83,area,nominal,0.0,1.0,4,3000,12000,288,0.71475,0.8732346643518518,0.6245069444444444,trace_pvs_sdescriptor_mismatch_nominal_sim83.nc,0.71475,0.8732346643518518,0.6245069444444444,0.0,0.0,0.0
84,area,broad,-0.05,1.05,4,3000,12000,288,0.976,0.9799563078703704,0.956474537037037,trace_pvs_sdescriptor_mismatch_nominal_sim84.nc,0.81025,0.8670052083333334,0.703103587962963,0.16574999999999995,0.11295109953703697,0.253370949074074
84,area,narrow,0.02,0.98,4,3000,12000,288,0.4280833333333333,0.7735677083333333,0.33294126157407405,trace_pvs_sdescriptor_mismatch_nominal_sim84.nc,0.81025,0.8670052083333334,0.703103587962963,-0.3821666666666667,-0.09343750000000006,-0.37016232638888896
84,area,nominal,0.0,1.0,4,3000,12000,288,0.81025,0.8670052083333334,0.703103587962963,trace_pvs_sdescriptor_mismatch_nominal_sim84.nc,0.81025,0.8670052083333334,0.703103587962963,0.0,0.0,0.0
85,area,broad,-0.05,1.05,4,3000,12000,288,0.9683333333333334,0.991595775462963,0.9602120949074074,trace_pvs_sdescriptor_mismatch_nominal_sim85.nc,0.86125,0.9374875578703704,0.8075755208333333,0.10708333333333342,0.054108217592592545,0.15263657407407416
85,area,narrow,0.02,0.98,4,3000,12000,288,0.7376666666666667,0.8836440972222223,0.6523023726851852,trace_pvs_sdescriptor_mismatch_nominal_sim85.nc,0.86125,0.9374875578703704,0.8075755208333333,-0.12358333333333327,-0.053843460648148156,-0.15527314814814808
85,area,nominal,0.0,1.0,4,3000,12000,288,0.86125,0.9374875578703704,0.8075755208333333,trace_pvs_sdescriptor_mismatch_nominal_sim85.nc,0.86125,0.9374875578703704,0.8075755208333333,0.0,0.0,0.0
86,area,broad,-0.05,1.05,4,3000,12000,288,0.9661666666666666,0.9891134259259259,0.9556686921296297,trace_pvs_sdescriptor_mismatch_nominal_sim86.nc,0.8333333333333334,0.927166087962963,0.7729603587962963,0.13283333333333325,0.06194733796296292,0.18270833333333336
86,area,narrow,0.02,0.98,4,3000,12000,288,0.6411666666666667,0.8624641203703703,0.5538602430555556,trace_pvs_sdescriptor_mismatch_nominal_sim86.nc,0.8333333333333334,0.927166087962963,0.7729603587962963,-0.1921666666666667,-0.06470196759259261,-0.21910011574074073
86,area,nominal,0.0,1.0,4,3000,12000,288,0.8333333333333334,0.927166087962963,0.7729603587962963,trace_pvs_sdescriptor_mismatch_nominal_sim86.nc,0.8333333333333334,0.927166087962963,0.7729603587962963,0.0,0.0,0.0
87,area,broad,-0.05,1.05,4,3000,12000,288,0.9678333333333333,0.9724872685185185,0.9412256944444445,trace_pvs_sdescriptor_mismatch_nominal_sim87.nc,0.789,0.8743032407407407,0.6901273148148148,0.1788333333333333,0.0981840277777778,0.25109837962962966
87,area,narrow,0.02,0.98,4,3000,12000,288,0.5533333333333333,0.7985784143518518,0.4424652777777778,trace_pvs_sdescriptor_mismatch_nominal_sim87.nc,0.789,0.8743032407407407,0.6901273148148148,-0.2356666666666667,-0.07572482638888889,-0.24766203703703704
87,area,nominal,0.0,1.0,4,3000,12000,288,0.789,0.8743032407407407,0.6901273148148148,trace_pvs_sdescriptor_mismatch_nominal_sim87.nc,0.789,0.8743032407407407,0.6901273148148148,0.0,0.0,0.0
88,area,broad,-0.05,1.05,4,3000,12000,288,0.9730833333333333,0.9847575231481481,0.9582719907407408,trace_pvs_sdescriptor_mismatch_nominal_sim88.nc,0.8655,0.9344134837962963,0.8089473379629629,0.10758333333333325,0.05034403935185183,0.14932465277777784
88,area,narrow,0.02,0.98,4,3000,12000,288,0.7105,0.8863512731481481,0.6304401041666666,trace_pvs_sdescriptor_mismatch_nominal_sim88.nc,0.8655,0.9344134837962963,0.8089473379629629,-0.15500000000000003,-0.048062210648148196,-0.1785072337962963
88,area,nominal,0.0,1.0,4,3000,12000,288,0.8655,0.9344134837962963,0.8089473379629629,trace_pvs_sdescriptor_mismatch_nominal_sim88.nc,0.8655,0.9344134837962963,0.8089473379629629,0.0,0.0,0.0
89,area,broad,-0.05,1.05,4,3000,12000,288,0.9730833333333333,0.9744470486111111,0.9482523148148149,trace_pvs_sdescriptor_mismatch_nominal_sim89.nc,0.8299166666666666,0.880894386574074,0.7314085648148149,0.14316666666666666,0.09355266203703705,0.21684375
89,area,narrow,0.02,0.98,4,3000,12000,288,0.60425,0.7988706597222223,0.48364091435185186,trace_pvs_sdescriptor_mismatch_nominal_sim89.nc,0.8299166666666666,0.880894386574074,0.7314085648148149,-0.22566666666666668,-0.08202372685185177,-0.247767650462963
89,area,nominal,0.0,1.0,4,3000,12000,288,0.8299166666666666,0.880894386574074,0.7314085648148149,trace_pvs_sdescriptor_mismatch_nominal_sim89.nc,0.8299166666666666,0.880894386574074,0.7314085648148149,0.0,0.0,0.0
90,area,broad,-0.05,1.05,4,3000,12000,288,0.9878333333333333,0.9934233217592593,0.9813385416666667,trace_pvs_sdescriptor_mismatch_nominal_sim90.nc,0.9166666666666666,0.9582222222222222,0.8786322337962963,0.07116666666666671,0.035201099537037095,0.10270630787037038
90,area,narrow,0.02,0.98,4,3000,12000,288,0.7151666666666666,0.9168220486111112,0.6569768518518518,trace_pvs_sdescriptor_mismatch_nominal_sim90.nc,0.9166666666666666,0.9582222222222222,0.8786322337962963,-0.2015,-0.041400173611111035,-0.22165538194444445
90,area,nominal,0.0,1.0,4,3000,12000,288,0.9166666666666666,0.9582222222222222,0.8786322337962963,trace_pvs_sdescriptor_mismatch_nominal_sim90.nc,0.9166666666666666,0.9582222222222222,0.8786322337962963,0.0,0.0,0.0
91,area,broad,-0.05,1.05,4,3000,12000,288,0.9504166666666667,0.9759534143518519,0.9276388888888889,trace_pvs_sdescriptor_mismatch_nominal_sim91.nc,0.7388333333333333,0.8887563657407408,0.6571990740740741,0.21158333333333335,0.0871970486111111,0.2704398148148148
91,area,narrow,0.02,0.98,4,3000,12000,288,0.4795,0.8197838541666667,0.3942146990740741,trace_pvs_sdescriptor_mismatch_nominal_sim91.nc,0.7388333333333333,0.8887563657407408,0.6571990740740741,-0.25933333333333336,-0.06897251157407414,-0.262984375
91,area,nominal,0.0,1.0,4,3000,12000,288,0.7388333333333333,0.8887563657407408,0.6571990740740741,trace_pvs_sdescriptor_mismatch_nominal_sim91.nc,0.7388333333333333,0.8887563657407408,0.6571990740740741,0.0,0.0,0.0
92,area,broad,-0.05,1.05,4,3000,12000,288,0.91575,0.982322337962963,0.8996550925925926,trace_pvs_sdescriptor_mismatch_nominal_sim92.nc,0.5708333333333333,0.9328098958333333,0.5332404513888889,0.34491666666666665,0.049512442129629686,0.3664146412037037
92,area,narrow,0.02,0.98,4,3000,12000,288,0.29058333333333336,0.8884363425925926,0.25890972222222225,trace_pvs_sdescriptor_mismatch_nominal_sim92.nc,0.5708333333333333,0.9328098958333333,0.5332404513888889,-0.28024999999999994,-0.04437355324074066,-0.2743307291666666
92,area,nominal,0.0,1.0,4,3000,12000,288,0.5708333333333333,0.9328098958333333,0.5332404513888889,trace_pvs_sdescriptor_mismatch_nominal_sim92.nc,0.5708333333333333,0.9328098958333333,0.5332404513888889,0.0,0.0,0.0
93,area,broad,-0.05,1.05,4,3000,12000,288,0.9725,0.9810052083333334,0.9540483217592592,trace_pvs_sdescriptor_mismatch_nominal_sim93.nc,0.85225,0.9179516782407408,0.7826377314814815,0.12025000000000008,0.06305353009259262,0.17141059027777772
93,area,narrow,0.02,0.98,4,3000,12000,288,0.6781666666666667,0.8559965277777778,0.5812962962962963,trace_pvs_sdescriptor_mismatch_nominal_sim93.nc,0.85225,0.9179516782407408,0.7826377314814815,-0.17408333333333326,-0.06195515046296296,-0.2013414351851852
93,area,nominal,0.0,1.0,4,3000,12000,288,0.85225,0.9179516782407408,0.7826377314814815,trace_pvs_sdescriptor_mismatch_nominal_sim93.nc,0.85225,0.9179516782407408,0.7826377314814815,0.0,0.0,0.0
94,area,broad,-0.05,1.05,4,3000,12000,288,0.9935,0.985152199074074,0.9787633101851851,trace_pvs_sdescriptor_mismatch_nominal_sim94.nc,0.95275,0.9269730902777777,0.8832497106481482,0.040750000000000064,0.058179108796296286,0.09551359953703698
94,area,narrow,0.02,0.98,4,3000,12000,288,0.8656666666666667,0.871636574074074,0.7551490162037037,trace_pvs_sdescriptor_mismatch_nominal_sim94.nc,0.95275,0.9269730902777777,0.8832497106481482,-0.08708333333333329,-0.05533651620370372,-0.1281006944444445
94,area,nominal,0.0,1.0,4,3000,12000,288,0.95275,0.9269730902777777,0.8832497106481482,trace_pvs_sdescriptor_mismatch_nominal_sim94.nc,0.95275,0.9269730902777777,0.8832497106481482,0.0,0.0,0.0
95,area,broad,-0.05,1.05,4,3000,12000,288,0.9705833333333334,0.9539074074074074,0.925886863425926,trace_pvs_sdescriptor_mismatch_nominal_sim95.nc,0.7325833333333334,0.8353935185185185,0.6130104166666667,0.238,0.11851388888888892,0.3128764467592593
95,area,narrow,0.02,0.98,4,3000,12000,288,0.32133333333333336,0.7611215277777778,0.24594155092592593,trace_pvs_sdescriptor_mismatch_nominal_sim95.nc,0.7325833333333334,0.8353935185185185,0.6130104166666667,-0.41125,-0.07427199074074076,-0.3670688657407407
95,area,nominal,0.0,1.0,4,3000,12000,288,0.7325833333333334,0.8353935185185185,0.6130104166666667,trace_pvs_sdescriptor_mismatch_nominal_sim95.nc,0.7325833333333334,0.8353935185185185,0.6130104166666667,0.0,0.0,0.0
96,area,broad,-0.05,1.05,4,3000,12000,288,0.96,0.973759837962963,0.9348602430555556,trace_pvs_sdescriptor_mismatch_nominal_sim96.nc,0.78175,0.8771715856481481,0.6861050347222222,0.17825000000000002,0.09658825231481483,0.24875520833333342
96,area,narrow,0.02,0.98,4,3000,12000,288,0.5590833333333334,0.8039557291666667,0.4503605324074074,trace_pvs_sdescriptor_mismatch_nominal_sim96.nc,0.78175,0.8771715856481481,0.6861050347222222,-0.22266666666666657,-0.07321585648148143,-0.23574450231481475
96,area,nominal,0.0,1.0,4,3000,12000,288,0.78175,0.8771715856481481,0.6861050347222222,trace_pvs_sdescriptor_mismatch_nominal_sim96.nc,0.78175,0.8771715856481481,0.6861050347222222,0.0,0.0,0.0
97,area,broad,-0.05,1.05,4,3000,12000,288,0.9645,0.9766984953703703,0.9420471643518519,trace_pvs_sdescriptor_mismatch_nominal_sim97.nc,0.8313333333333334,0.8907204861111111,0.7408512731481481,0.13316666666666666,0.08597800925925925,0.20119589120370374
97,area,narrow,0.02,0.98,4,3000,12000,288,0.61175,0.8159262152777778,0.5002688078703704,trace_pvs_sdescriptor_mismatch_nominal_sim97.nc,0.8313333333333334,0.8907204861111111,0.7408512731481481,-0.21958333333333335,-0.07479427083333334,-0.2405824652777777
97,area,nominal,0.0,1.0,4,3000,12000,288,0.8313333333333334,0.8907204861111111,0.7408512731481481,trace_pvs_sdescriptor_mismatch_nominal_sim97.nc,0.8313333333333334,0.8907204861111111,0.7408512731481481,0.0,0.0,0.0
98,area,broad,-0.05,1.05,4,3000,12000,288,0.9013333333333333,0.9683972800925926,0.8728703703703704,trace_pvs_sdescriptor_mismatch_nominal_sim98.nc,0.5906666666666667,0.893707175925926,0.5285494791666666,0.31066666666666665,0.07469010416666666,0.3443208912037038
98,area,narrow,0.02,0.98,4,3000,12000,288,0.3463333333333333,0.8352164351851852,0.2902838541666667,trace_pvs_sdescriptor_mismatch_nominal_sim98.nc,0.5906666666666667,0.893707175925926,0.5285494791666666,-0.24433333333333335,-0.05849074074074079,-0.23826562499999993
98,area,nominal,0.0,1.0,4,3000,12000,288,0.5906666666666667,0.893707175925926,0.5285494791666666,trace_pvs_sdescriptor_mismatch_nominal_sim98.nc,0.5906666666666667,0.893707175925926,0.5285494791666666,0.0,0.0,0.0
99,area,broad,-0.05,1.05,4,3000,12000,288,0.96175,0.9650694444444444,0.9281704282407407,trace_pvs_sdescriptor_mismatch_nominal_sim99.nc,0.7493333333333333,0.8532552083333333,0.6399019097222223,0.2124166666666667,0.11181423611111108,0.2882685185185184
99,area,narrow,0.02,0.98,4,3000,12000,288,0.4553333333333333,0.7719563078703704,0.35255902777777776,trace_pvs_sdescriptor_mismatch_nominal_sim99.nc,0.7493333333333333,0.8532552083333333,0.6399019097222223,-0.294,-0.08129890046296295,-0.2873428819444445
99,area,nominal,0.0,1.0,4,3000,12000,288,0.7493333333333333,0.8532552083333333,0.6399019097222223,trace_pvs_sdescriptor_mismatch_nominal_sim99.nc,0.7493333333333333,0.8532552083333333,0.6399019097222223,0.0,0.0,0.0
100,area,broad,-0.05,1.05,4,3000,12000,288,0.99575,0.9896461226851851,0.9854357638888889,trace_pvs_sdescriptor_mismatch_nominal_sim100.nc,0.9689166666666666,0.9330992476851852,0.9041064814814814,0.026833333333333376,0.056546874999999996,0.08132928240740744
100,area,narrow,0.02,0.98,4,3000,12000,288,0.9016666666666666,0.8689334490740741,0.7838501157407407,trace_pvs_sdescriptor_mismatch_nominal_sim100.nc,0.9689166666666666,0.9330992476851852,0.9041064814814814,-0.06725000000000003,-0.06416579861111105,-0.12025636574074072
100,area,nominal,0.0,1.0,4,3000,12000,288,0.9689166666666666,0.9330992476851852,0.9041064814814814,trace_pvs_sdescriptor_mismatch_nominal_sim100.nc,0.9689166666666666,0.9330992476851852,0.9041064814814814,0.0,0.0,0.0
101,area,broad,-0.05,1.05,4,3000,12000,288,0.984,0.9898232060185185,0.9740049189814814,trace_pvs_sdescriptor_mismatch_nominal_sim101.nc,0.8979166666666667,0.9484050925925926,0.8517786458333333,0.08608333333333329,0.04141811342592583,0.12222627314814816
101,area,narrow,0.02,0.98,4,3000,12000,288,0.7423333333333333,0.9021603009259259,0.6703926504629629,trace_pvs_sdescriptor_mismatch_nominal_sim101.nc,0.8979166666666667,0.9484050925925926,0.8517786458333333,-0.1555833333333334,-0.04624479166666673,-0.18138599537037037
101,area,nominal,0.0,1.0,4,3000,12000,288,0.8979166666666667,0.9484050925925926,0.8517786458333333,trace_pvs_sdescriptor_mismatch_nominal_sim101.nc,0.8979166666666667,0.9484050925925926,0.8517786458333333,0.0,0.0,0.0
102,area,broad,-0.05,1.05,4,3000,12000,288,0.9765833333333334,0.9741064814814815,0.9513052662037037,trace_pvs_sdescriptor_mismatch_nominal_sim102.nc,0.8534166666666667,0.8844354745370371,0.7550590277777778,0.12316666666666665,0.08967100694444441,0.19624623842592592
102,area,narrow,0.02,0.98,4,3000,12000,288,0.593,0.8033521412037037,0.4776840277777778,trace_pvs_sdescriptor_mismatch_nominal_sim102.nc,0.8534166666666667,0.8844354745370371,0.7550590277777778,-0.26041666666666674,-0.0810833333333334,-0.277375
102,area,nominal,0.0,1.0,4,3000,12000,288,0.8534166666666667,0.8844354745370371,0.7550590277777778,trace_pvs_sdescriptor_mismatch_nominal_sim102.nc,0.8534166666666667,0.8844354745370371,0.7550590277777778,0.0,0.0,0.0
103,area,broad,-0.05,1.05,4,3000,12000,288,0.8811666666666667,0.969136863425926,0.8541281828703704,trace_pvs_sdescriptor_mismatch_nominal_sim103.nc,0.5075833333333334,0.8914603587962963,0.4532433449074074,0.37358333333333327,0.07767650462962972,0.400884837962963
103,area,narrow,0.02,0.98,4,3000,12000,288,0.23275,0.8351125578703704,0.19532060185185185,trace_pvs_sdescriptor_mismatch_nominal_sim103.nc,0.5075833333333334,0.8914603587962963,0.4532433449074074,-0.2748333333333334,-0.05634780092592584,-0.25792274305555557
103,area,nominal,0.0,1.0,4,3000,12000,288,0.5075833333333334,0.8914603587962963,0.4532433449074074,trace_pvs_sdescriptor_mismatch_nominal_sim103.nc,0.5075833333333334,0.8914603587962963,0.4532433449074074,0.0,0.0,0.0
104,area,broad,-0.05,1.05,4,3000,12000,288,0.9900833333333333,0.9783188657407408,0.9686310763888889,trace_pvs_sdescriptor_mismatch_nominal_sim104.nc,0.90925,0.8782112268518518,0.7988828125,0.08083333333333331,0.10010763888888896,0.16974826388888886
104,area,narrow,0.02,0.98,4,3000,12000,288,0.5893333333333334,0.7854143518518518,0.46517997685185186,trace_pvs_sdescriptor_mismatch_nominal_sim104.nc,0.90925,0.8782112268518518,0.7988828125,-0.3199166666666666,-0.092796875,-0.3337028356481482
104,area,nominal,0.0,1.0,4,3000,12000,288,0.90925,0.8782112268518518,0.7988828125,trace_pvs_sdescriptor_mismatch_nominal_sim104.nc,0.90925,0.8782112268518518,0.7988828125,0.0,0.0,0.0
105,area,broad,-0.05,1.05,4,3000,12000,288,0.9898333333333333,0.9878179976851852,0.9777711226851852,trace_pvs_sdescriptor_mismatch_nominal_sim105.nc,0.93125,0.9340925925925926,0.8699056712962963,0.05858333333333332,0.053725405092592604,0.10786545138888892
