simulation_id,workflow,domain,y_min,y_max,chains,draws_per_chain,posterior_draws_total,n_obs,pvs_theta,pvs_pred,pvs_joint,trace_member,pvs_theta_nominal,pvs_pred_nominal,pvs_joint_nominal,delta_pvs_theta_vs_nominal,delta_pvs_pred_vs_nominal,delta_pvs_joint_vs_nominal
34,area,narrow,0.02,0.98,4,3000,12000,288,0.5031666666666667,0.8151767939814815,0.41103269675925924,trace_pvs_sdescriptor_mismatch_nominal_sim34.nc,0.7324166666666667,0.8805234375,0.645425925925926,-0.22925000000000006,-0.06534664351851849,-0.23439322916666672
34,area,nominal,0.0,1.0,4,3000,12000,288,0.7324166666666667,0.8805234375,0.645425925925926,trace_pvs_sdescriptor_mismatch_nominal_sim34.nc,0.7324166666666667,0.8805234375,0.645425925925926,0.0,0.0,0.0
35,area,broad,-0.05,1.05,4,3000,12000,288,0.98425,0.987052662037037,0.971505787037037,trace_pvs_sdescriptor_mismatch_nominal_sim35.nc,0.9150833333333334,0.9370515046296296,0.857621238425926,0.0691666666666666,0.050001157407407404,0.11388454861111108
35,area,narrow,0.02,0.98,4,3000,12000,288,0.8129166666666666,0.8845309606481482,0.7195486111111111,trace_pvs_sdescriptor_mismatch_nominal_sim35.nc,0.9150833333333334,0.9370515046296296,0.857621238425926,-0.10216666666666674,-0.05252054398148143,-0.13807262731481484
35,area,nominal,0.0,1.0,4,3000,12000,288,0.9150833333333334,0.9370515046296296,0.857621238425926,trace_pvs_sdescriptor_mismatch_nominal_sim35.nc,0.9150833333333334,0.9370515046296296,0.857621238425926,0.0,0.0,0.0
36,area,broad,-0.05,1.05,4,3000,12000,288,0.9945833333333334,0.9805199652777777,0.9752161458333334,trace_pvs_sdescriptor_mismatch_nominal_sim36.nc,0.9415833333333333,0.8917123842592592,0.8397939814814814,0.05300000000000005,0.08880758101851849,0.13542216435185195
36,area,narrow,0.02,0.98,4,3000,12000,288,0.79525,0.8147650462962963,0.6488776041666666,trace_pvs_sdescriptor_mismatch_nominal_sim36.nc,0.9415833333333333,0.8917123842592592,0.8397939814814814,-0.14633333333333332,-0.07694733796296294,-0.1909163773148148
36,area,nominal,0.0,1.0,4,3000,12000,288,0.9415833333333333,0.8917123842592592,0.8397939814814814,trace_pvs_sdescriptor_mismatch_nominal_sim36.nc,0.9415833333333333,0.8917123842592592,0.8397939814814814,0.0,0.0,0.0
37,area,broad,-0.05,1.05,4,3000,12000,288,0.9866666666666667,0.989265625,0.9760784143518518,trace_pvs_sdescriptor_mismatch_nominal_sim37.nc,0.9283333333333333,0.9355173611111111,0.868578125,0.05833333333333335,0.05374826388888898,0.10750028935185185
37,area,narrow,0.02,0.98,4,3000,12000,288,0.852,0.8773825231481481,0.7478952546296296,trace_pvs_sdescriptor_mismatch_nominal_sim37.nc,0.9283333333333333,0.9355173611111111,0.868578125,-0.07633333333333336,-0.058134837962962926,-0.1206828703703704
37,area,nominal,0.0,1.0,4,3000,12000,288,0.9283333333333333,0.9355173611111111,0.868578125,trace_pvs_sdescriptor_mismatch_nominal_sim37.nc,0.9283333333333333,0.9355173611111111,0.868578125,0.0,0.0,0.0
38,area,broad,-0.05,1.05,4,3000,12000,288,0.9618333333333333,0.9871875,0.9495107060185185,trace_pvs_sdescriptor_mismatch_nominal_sim38.nc,0.7745,0.9401276041666666,0.7285023148148149,0.18733333333333335,0.047059895833333365,0.22100839120370364
38,area,narrow,0.02,0.98,4,3000,12000,288,0.5429166666666667,0.8902913773148148,0.4841863425925926,trace_pvs_sdescriptor_mismatch_nominal_sim38.nc,0.7745,0.9401276041666666,0.7285023148148149,-0.23158333333333325,-0.04983622685185185,-0.2443159722222223
38,area,nominal,0.0,1.0,4,3000,12000,288,0.7745,0.9401276041666666,0.7285023148148149,trace_pvs_sdescriptor_mismatch_nominal_sim38.nc,0.7745,0.9401276041666666,0.7285023148148149,0.0,0.0,0.0
39,area,broad,-0.05,1.05,4,3000,12000,288,0.9891666666666666,0.9861388888888889,0.9754641203703703,trace_pvs_sdescriptor_mismatch_nominal_sim39.nc,0.9394166666666667,0.929943287037037,0.8736961805555555,0.04974999999999996,0.056195601851851906,0.1017679398148148
39,area,narrow,0.02,0.98,4,3000,12000,288,0.844,0.868162037037037,0.7331961805555556,trace_pvs_sdescriptor_mismatch_nominal_sim39.nc,0.9394166666666667,0.929943287037037,0.8736961805555555,-0.0954166666666667,-0.06178125000000001,-0.14049999999999996
39,area,nominal,0.0,1.0,4,3000,12000,288,0.9394166666666667,0.929943287037037,0.8736961805555555,trace_pvs_sdescriptor_mismatch_nominal_sim39.nc,0.9394166666666667,0.929943287037037,0.8736961805555555,0.0,0.0,0.0
40,area,broad,-0.05,1.05,4,3000,12000,288,0.9,0.9458735532407407,0.8514152199074074,trace_pvs_sdescriptor_mismatch_nominal_sim40.nc,0.5969166666666667,0.8352413194444445,0.49910792824074074,0.30308333333333337,0.11063223379629628,0.3523072916666667
40,area,narrow,0.02,0.98,4,3000,12000,288,0.34891666666666665,0.7683058449074074,0.2687456597222222,trace_pvs_sdescriptor_mismatch_nominal_sim40.nc,0.5969166666666667,0.8352413194444445,0.49910792824074074,-0.248,-0.06693547453703708,-0.23036226851851854
40,area,nominal,0.0,1.0,4,3000,12000,288,0.5969166666666667,0.8352413194444445,0.49910792824074074,trace_pvs_sdescriptor_mismatch_nominal_sim40.nc,0.5969166666666667,0.8352413194444445,0.49910792824074074,0.0,0.0,0.0
41,area,broad,-0.05,1.05,4,3000,12000,288,0.9774166666666667,0.9814198495370371,0.959247974537037,trace_pvs_sdescriptor_mismatch_nominal_sim41.nc,0.89925,0.9183423032407407,0.8259444444444445,0.07816666666666672,0.06307754629629636,0.13330353009259255
41,area,narrow,0.02,0.98,4,3000,12000,288,0.7685,0.8542149884259259,0.6571359953703704,trace_pvs_sdescriptor_mismatch_nominal_sim41.nc,0.89925,0.9183423032407407,0.8259444444444445,-0.13075000000000003,-0.06412731481481482,-0.1688084490740741
41,area,nominal,0.0,1.0,4,3000,12000,288,0.89925,0.9183423032407407,0.8259444444444445,trace_pvs_sdescriptor_mismatch_nominal_sim41.nc,0.89925,0.9183423032407407,0.8259444444444445,0.0,0.0,0.0
42,area,broad,-0.05,1.05,4,3000,12000,288,0.9740833333333333,0.9834369212962963,0.9579675925925926,trace_pvs_sdescriptor_mismatch_nominal_sim42.nc,0.8514166666666667,0.9255619212962963,0.7883185763888889,0.12266666666666659,0.05787500000000001,0.16964901620370365
42,area,narrow,0.02,0.98,4,3000,12000,288,0.6839166666666666,0.8651929976851852,0.5923767361111111,trace_pvs_sdescriptor_mismatch_nominal_sim42.nc,0.8514166666666667,0.9255619212962963,0.7883185763888889,-0.1675000000000001,-0.060368923611111125,-0.19594184027777783
42,area,nominal,0.0,1.0,4,3000,12000,288,0.8514166666666667,0.9255619212962963,0.7883185763888889,trace_pvs_sdescriptor_mismatch_nominal_sim42.nc,0.8514166666666667,0.9255619212962963,0.7883185763888889,0.0,0.0,0.0
43,area,broad,-0.05,1.05,4,3000,12000,288,0.9675,0.9825344328703703,0.9506209490740741,trace_pvs_sdescriptor_mismatch_nominal_sim43.nc,0.8266666666666667,0.9073234953703704,0.7503451967592593,0.14083333333333337,0.07521093749999996,0.20027575231481487
43,area,narrow,0.02,0.98,4,3000,12000,288,0.65025,0.8427534722222222,0.5485671296296296,trace_pvs_sdescriptor_mismatch_nominal_sim43.nc,0.8266666666666667,0.9073234953703704,0.7503451967592593,-0.17641666666666667,-0.06457002314814819,-0.20177806712962965
43,area,nominal,0.0,1.0,4,3000,12000,288,0.8266666666666667,0.9073234953703704,0.7503451967592593,trace_pvs_sdescriptor_mismatch_nominal_sim43.nc,0.8266666666666667,0.9073234953703704,0.7503451967592593,0.0,0.0,0.0
44,area,broad,-0.05,1.05,4,3000,12000,288,0.94325,0.9761365740740741,0.9207971643518519,trace_pvs_sdescriptor_mismatch_nominal_sim44.nc,0.7040833333333333,0.9075329861111111,0.6396799768518519,0.23916666666666675,0.06860358796296295,0.28111718750000003
44,area,narrow,0.02,0.98,4,3000,12000,288,0.42683333333333334,0.8478208912037037,0.36322309027777777,trace_pvs_sdescriptor_mismatch_nominal_sim44.nc,0.7040833333333333,0.9075329861111111,0.6396799768518519,-0.27724999999999994,-0.059712094907407365,-0.2764568865740741
44,area,nominal,0.0,1.0,4,3000,12000,288,0.7040833333333333,0.9075329861111111,0.6396799768518519,trace_pvs_sdescriptor_mismatch_nominal_sim44.nc,0.7040833333333333,0.9075329861111111,0.6396799768518519,0.0,0.0,0.0
45,area,broad,-0.05,1.05,4,3000,12000,288,0.9838333333333333,0.9901195023148148,0.9741195023148148,trace_pvs_sdescriptor_mismatch_nominal_sim45.nc,0.90325,0.9471886574074074,0.8557748842592593,0.08058333333333334,0.042930844907407395,0.11834461805555552
45,area,narrow,0.02,0.98,4,3000,12000,288,0.767,0.9015966435185185,0.6921898148148148,trace_pvs_sdescriptor_mismatch_nominal_sim45.nc,0.90325,0.9471886574074074,0.8557748842592593,-0.13624999999999998,-0.045592013888888894,-0.1635850694444445
45,area,nominal,0.0,1.0,4,3000,12000,288,0.90325,0.9471886574074074,0.8557748842592593,trace_pvs_sdescriptor_mismatch_nominal_sim45.nc,0.90325,0.9471886574074074,0.8557748842592593,0.0,0.0,0.0
46,area,broad,-0.05,1.05,4,3000,12000,288,0.99175,0.9898744212962963,0.9816987847222223,trace_pvs_sdescriptor_mismatch_nominal_sim46.nc,0.9506666666666667,0.9229429976851852,0.8774539930555556,0.04108333333333336,0.06693142361111115,0.10424479166666667
46,area,narrow,0.02,0.98,4,3000,12000,288,0.855,0.8497569444444445,0.7271921296296296,trace_pvs_sdescriptor_mismatch_nominal_sim46.nc,0.9506666666666667,0.9229429976851852,0.8774539930555556,-0.09566666666666668,-0.07318605324074068,-0.15026186342592596
46,area,nominal,0.0,1.0,4,3000,12000,288,0.9506666666666667,0.9229429976851852,0.8774539930555556,trace_pvs_sdescriptor_mismatch_nominal_sim46.nc,0.9506666666666667,0.9229429976851852,0.8774539930555556,0.0,0.0,0.0
47,area,broad,-0.05,1.05,4,3000,12000,288,0.9904166666666666,0.9897907986111111,0.9802997685185185,trace_pvs_sdescriptor_mismatch_nominal_sim47.nc,0.9265833333333333,0.9307190393518519,0.8625407986111111,0.0638333333333333,0.05907175925925923,0.11775896990740742
47,area,narrow,0.02,0.98,4,3000,12000,288,0.7823333333333333,0.8666840277777778,0.6789525462962963,trace_pvs_sdescriptor_mismatch_nominal_sim47.nc,0.9265833333333333,0.9307190393518519,0.8625407986111111,-0.14425,-0.0640350115740741,-0.1835882523148148
47,area,nominal,0.0,1.0,4,3000,12000,288,0.9265833333333333,0.9307190393518519,0.8625407986111111,trace_pvs_sdescriptor_mismatch_nominal_sim47.nc,0.9265833333333333,0.9307190393518519,0.8625407986111111,0.0,0.0,0.0
48,area,broad,-0.05,1.05,4,3000,12000,288,0.97525,0.9771374421296296,0.9529646990740741,trace_pvs_sdescriptor_mismatch_nominal_sim48.nc,0.8729166666666667,0.9092201967592592,0.7941102430555556,0.10233333333333328,0.06791724537037036,0.15885445601851855
48,area,narrow,0.02,0.98,4,3000,12000,288,0.6945833333333333,0.8492528935185185,0.5911984953703704,trace_pvs_sdescriptor_mismatch_nominal_sim48.nc,0.8729166666666667,0.9092201967592592,0.7941102430555556,-0.17833333333333334,-0.05996730324074073,-0.20291174768518516
48,area,nominal,0.0,1.0,4,3000,12000,288,0.8729166666666667,0.9092201967592592,0.7941102430555556,trace_pvs_sdescriptor_mismatch_nominal_sim48.nc,0.8729166666666667,0.9092201967592592,0.7941102430555556,0.0,0.0,0.0
49,area,broad,-0.05,1.05,4,3000,12000,288,0.9479166666666666,0.9859487847222222,0.9346429398148148,trace_pvs_sdescriptor_mismatch_nominal_sim49.nc,0.6816666666666666,0.938779224537037,0.6405865162037037,0.26625,0.047169560185185255,0.2940564236111112
49,area,narrow,0.02,0.98,4,3000,12000,288,0.4125,0.8949916087962962,0.37023061342592595,trace_pvs_sdescriptor_mismatch_nominal_sim49.nc,0.6816666666666666,0.938779224537037,0.6405865162037037,-0.26916666666666667,-0.04378761574074075,-0.2703559027777777
49,area,nominal,0.0,1.0,4,3000,12000,288,0.6816666666666666,0.938779224537037,0.6405865162037037,trace_pvs_sdescriptor_mismatch_nominal_sim49.nc,0.6816666666666666,0.938779224537037,0.6405865162037037,0.0,0.0,0.0
50,area,broad,-0.05,1.05,4,3000,12000,288,0.9894166666666667,0.990128761574074,0.9796498842592593,trace_pvs_sdescriptor_mismatch_nominal_sim50.nc,0.9419166666666666,0.9404467592592592,0.8859059606481482,0.0475000000000001,0.04968200231481479,0.09374392361111106
50,area,narrow,0.02,0.98,4,3000,12000,288,0.85075,0.8857161458333334,0.7540506365740741,trace_pvs_sdescriptor_mismatch_nominal_sim50.nc,0.9419166666666666,0.9404467592592592,0.8859059606481482,-0.09116666666666662,-0.05473061342592589,-0.13185532407407408
50,area,nominal,0.0,1.0,4,3000,12000,288,0.9419166666666666,0.9404467592592592,0.8859059606481482,trace_pvs_sdescriptor_mismatch_nominal_sim50.nc,0.9419166666666666,0.9404467592592592,0.8859059606481482,0.0,0.0,0.0
51,area,broad,-0.05,1.05,4,3000,12000,288,0.9581666666666667,0.9567679398148148,0.9168252314814814,trace_pvs_sdescriptor_mismatch_nominal_sim51.nc,0.6560833333333334,0.819328125,0.5387369791666666,0.30208333333333337,0.13743981481481482,0.3780882523148148
51,area,narrow,0.02,0.98,4,3000,12000,288,0.2828333333333333,0.7329065393518519,0.20827777777777778,trace_pvs_sdescriptor_mismatch_nominal_sim51.nc,0.6560833333333334,0.819328125,0.5387369791666666,-0.37325,-0.08642158564814806,-0.33045920138888885
51,area,nominal,0.0,1.0,4,3000,12000,288,0.6560833333333334,0.819328125,0.5387369791666666,trace_pvs_sdescriptor_mismatch_nominal_sim51.nc,0.6560833333333334,0.819328125,0.5387369791666666,0.0,0.0,0.0
52,area,broad,-0.05,1.05,4,3000,12000,288,0.9619166666666666,0.969386863425926,0.9324759837962963,trace_pvs_sdescriptor_mismatch_nominal_sim52.nc,0.7716666666666666,0.8546646412037037,0.659798900462963,0.19025000000000003,0.11472222222222228,0.2726770833333333
52,area,narrow,0.02,0.98,4,3000,12000,288,0.46658333333333335,0.7678041087962963,0.3591623263888889,trace_pvs_sdescriptor_mismatch_nominal_sim52.nc,0.7716666666666666,0.8546646412037037,0.659798900462963,-0.30508333333333326,-0.08686053240740732,-0.30063657407407407
52,area,nominal,0.0,1.0,4,3000,12000,288,0.7716666666666666,0.8546646412037037,0.659798900462963,trace_pvs_sdescriptor_mismatch_nominal_sim52.nc,0.7716666666666666,0.8546646412037037,0.659798900462963,0.0,0.0,0.0
53,area,broad,-0.05,1.05,4,3000,12000,288,0.98925,0.9935963541666667,0.9829137731481481,trace_pvs_sdescriptor_mismatch_nominal_sim53.nc,0.95275,0.953535011574074,0.9085387731481481,0.03649999999999998,0.04006134259259264,0.07437499999999997
53,area,narrow,0.02,0.98,4,3000,12000,288,0.8986666666666666,0.9023735532407408,0.8110888310185185,trace_pvs_sdescriptor_mismatch_nominal_sim53.nc,0.95275,0.953535011574074,0.9085387731481481,-0.05408333333333337,-0.0511614583333333,-0.09744994212962965
53,area,nominal,0.0,1.0,4,3000,12000,288,0.95275,0.953535011574074,0.9085387731481481,trace_pvs_sdescriptor_mismatch_nominal_sim53.nc,0.95275,0.953535011574074,0.9085387731481481,0.0,0.0,0.0
54,area,broad,-0.05,1.05,4,3000,12000,288,0.9715833333333334,0.9847028356481482,0.9567346643518518,trace_pvs_sdescriptor_mismatch_nominal_sim54.nc,0.8670833333333333,0.9233836805555555,0.8009273726851852,0.10450000000000004,0.06131915509259267,0.15580729166666663
54,area,narrow,0.02,0.98,4,3000,12000,288,0.7219166666666667,0.8659675925925926,0.6258428819444445,trace_pvs_sdescriptor_mismatch_nominal_sim54.nc,0.8670833333333333,0.9233836805555555,0.8009273726851852,-0.14516666666666667,-0.057416087962962936,-0.17508449074074073
54,area,nominal,0.0,1.0,4,3000,12000,288,0.8670833333333333,0.9233836805555555,0.8009273726851852,trace_pvs_sdescriptor_mismatch_nominal_sim54.nc,0.8670833333333333,0.9233836805555555,0.8009273726851852,0.0,0.0,0.0
55,area,broad,-0.05,1.05,4,3000,12000,288,0.9255833333333333,0.9333831018518518,0.8639910300925926,trace_pvs_sdescriptor_mismatch_nominal_sim55.nc,0.6266666666666667,0.7979152199074074,0.5003949652777778,0.2989166666666666,0.13546788194444437,0.36359606481481477
55,area,narrow,0.02,0.98,4,3000,12000,288,0.3938333333333333,0.7219537037037037,0.28477575231481483,trace_pvs_sdescriptor_mismatch_nominal_sim55.nc,0.6266666666666667,0.7979152199074074,0.5003949652777778,-0.2328333333333334,-0.07596151620370373,-0.215619212962963
55,area,nominal,0.0,1.0,4,3000,12000,288,0.6266666666666667,0.7979152199074074,0.5003949652777778,trace_pvs_sdescriptor_mismatch_nominal_sim55.nc,0.6266666666666667,0.7979152199074074,0.5003949652777778,0.0,0.0,0.0
56,area,broad,-0.05,1.05,4,3000,12000,288,0.9798333333333333,0.9863113425925926,0.9664247685185186,trace_pvs_sdescriptor_mismatch_nominal_sim56.nc,0.8846666666666667,0.9121391782407408,0.8071614583333333,0.09516666666666662,0.07417216435185181,0.15926331018518525
56,area,narrow,0.02,0.98,4,3000,12000,288,0.7079166666666666,0.8367974537037037,0.5933321759259259,trace_pvs_sdescriptor_mismatch_nominal_sim56.nc,0.8846666666666667,0.9121391782407408,0.8071614583333333,-0.17675000000000007,-0.07534172453703702,-0.2138292824074074
56,area,nominal,0.0,1.0,4,3000,12000,288,0.8846666666666667,0.9121391782407408,0.8071614583333333,trace_pvs_sdescriptor_mismatch_nominal_sim56.nc,0.8846666666666667,0.9121391782407408,0.8071614583333333,0.0,0.0,0.0
57,area,broad,-0.05,1.05,4,3000,12000,288,0.9623333333333334,0.9749360532407407,0.9382346643518519,trace_pvs_sdescriptor_mismatch_nominal_sim57.nc,0.7924166666666667,0.8801137152777778,0.6977502893518519,0.16991666666666672,0.09482233796296291,0.24048437499999997
57,area,narrow,0.02,0.98,4,3000,12000,288,0.591,0.8089971064814815,0.4787355324074074,trace_pvs_sdescriptor_mismatch_nominal_sim57.nc,0.7924166666666667,0.8801137152777778,0.6977502893518519,-0.2014166666666667,-0.07111660879629633,-0.2190147569444445
57,area,nominal,0.0,1.0,4,3000,12000,288,0.7924166666666667,0.8801137152777778,0.6977502893518519,trace_pvs_sdescriptor_mismatch_nominal_sim57.nc,0.7924166666666667,0.8801137152777778,0.6977502893518519,0.0,0.0,0.0
58,area,broad,-0.05,1.05,4,3000,12000,288,0.96925,0.9888220486111111,0.9584360532407408,trace_pvs_sdescriptor_mismatch_nominal_sim58.nc,0.8586666666666667,0.9490538194444444,0.8151059027777777,0.11058333333333326,0.03976822916666667,0.14333015046296305
58,area,narrow,0.02,0.98,4,3000,12000,288,0.7054166666666667,0.908099537037037,0.6410902777777778,trace_pvs_sdescriptor_mismatch_nominal_sim58.nc,0.8586666666666667,0.9490538194444444,0.8151059027777777,-0.15325,-0.040954282407407394,-0.1740156249999999
58,area,nominal,0.0,1.0,4,3000,12000,288,0.8586666666666667,0.9490538194444444,0.8151059027777777,trace_pvs_sdescriptor_mismatch_nominal_sim58.nc,0.8586666666666667,0.9490538194444444,0.8151059027777777,0.0,0.0,0.0
59,area,broad,-0.05,1.05,4,3000,12000,288,0.984,0.9853862847222222,0.9696261574074074,trace_pvs_sdescriptor_mismatch_nominal_sim59.nc,0.9074166666666666,0.912630787037037,0.8284048032407407,0.07658333333333334,0.07275549768518519,0.1412213541666667
59,area,narrow,0.02,0.98,4,3000,12000,288,0.7479166666666667,0.8451574074074074,0.6334155092592593,trace_pvs_sdescriptor_mismatch_nominal_sim59.nc,0.9074166666666666,0.912630787037037,0.8284048032407407,-0.15949999999999998,-0.06747337962962963,-0.19498929398148146
59,area,nominal,0.0,1.0,4,3000,12000,288,0.9074166666666666,0.912630787037037,0.8284048032407407,trace_pvs_sdescriptor_mismatch_nominal_sim59.nc,0.9074166666666666,0.912630787037037,0.8284048032407407,0.0,0.0,0.0
60,area,broad,-0.05,1.05,4,3000,12000,288,0.9615833333333333,0.960494212962963,0.9236371527777778,trace_pvs_sdescriptor_mismatch_nominal_sim60.nc,0.7220833333333333,0.8323408564814815,0.6016712962962963,0.23950000000000005,0.12815335648148152,0.32196585648148146
60,area,narrow,0.02,0.98,4,3000,12000,288,0.42475,0.747478587962963,0.3183093171296296,trace_pvs_sdescriptor_mismatch_nominal_sim60.nc,0.7220833333333333,0.8323408564814815,0.6016712962962963,-0.2973333333333333,-0.08486226851851852,-0.2833619791666667
60,area,nominal,0.0,1.0,4,3000,12000,288,0.7220833333333333,0.8323408564814815,0.6016712962962963,trace_pvs_sdescriptor_mismatch_nominal_sim60.nc,0.7220833333333333,0.8323408564814815,0.6016712962962963,0.0,0.0,0.0
61,area,broad,-0.05,1.05,4,3000,12000,288,0.93925,0.9516189236111111,0.8938368055555556,trace_pvs_sdescriptor_mismatch_nominal_sim61.nc,0.5980833333333333,0.8111469907407407,0.485609375,0.34116666666666673,0.1404719328703704,0.40822743055555555
61,area,narrow,0.02,0.98,4,3000,12000,288,0.33108333333333334,0.7316206597222222,0.2425732060185185,trace_pvs_sdescriptor_mismatch_nominal_sim61.nc,0.5980833333333333,0.8111469907407407,0.485609375,-0.26699999999999996,-0.07952633101851847,-0.2430361689814815
61,area,nominal,0.0,1.0,4,3000,12000,288,0.5980833333333333,0.8111469907407407,0.485609375,trace_pvs_sdescriptor_mismatch_nominal_sim61.nc,0.5980833333333333,0.8111469907407407,0.485609375,0.0,0.0,0.0
62,area,broad,-0.05,1.05,4,3000,12000,288,0.9378333333333333,0.9857945601851852,0.9245448495370371,trace_pvs_sdescriptor_mismatch_nominal_sim62.nc,0.6531666666666667,0.9425766782407408,0.6164204282407407,0.2846666666666666,0.043217881944444425,0.30812442129629636
62,area,narrow,0.02,0.98,4,3000,12000,288,0.36141666666666666,0.8985636574074074,0.3258405671296296,trace_pvs_sdescriptor_mismatch_nominal_sim62.nc,0.6531666666666667,0.9425766782407408,0.6164204282407407,-0.29175,-0.04401302083333336,-0.2905798611111111
62,area,nominal,0.0,1.0,4,3000,12000,288,0.6531666666666667,0.9425766782407408,0.6164204282407407,trace_pvs_sdescriptor_mismatch_nominal_sim62.nc,0.6531666666666667,0.9425766782407408,0.6164204282407407,0.0,0.0,0.0
63,area,broad,-0.05,1.05,4,3000,12000,288,0.9675,0.9793483796296296,0.9475607638888889,trace_pvs_sdescriptor_mismatch_nominal_sim63.nc,0.8143333333333334,0.9266684027777777,0.7549583333333333,0.15316666666666667,0.052679976851851884,0.1926024305555556
63,area,narrow,0.02,0.98,4,3000,12000,288,0.5874166666666667,0.8752381365740741,0.5150063657407408,trace_pvs_sdescriptor_mismatch_nominal_sim63.nc,0.8143333333333334,0.9266684027777777,0.7549583333333333,-0.22691666666666666,-0.05143026620370361,-0.23995196759259252
63,area,nominal,0.0,1.0,4,3000,12000,288,0.8143333333333334,0.9266684027777777,0.7549583333333333,trace_pvs_sdescriptor_mismatch_nominal_sim63.nc,0.8143333333333334,0.9266684027777777,0.7549583333333333,0.0,0.0,0.0
64,area,broad,-0.05,1.05,4,3000,12000,288,0.9616666666666667,0.9824328703703704,0.9447980324074075,trace_pvs_sdescriptor_mismatch_nominal_sim64.nc,0.7575,0.9442751736111111,0.7157453703703703,0.20416666666666672,0.038157696759259285,0.2290526620370371
64,area,narrow,0.02,0.98,4,3000,12000,288,0.48591666666666666,0.9076820023148148,0.4418955439814815,trace_pvs_sdescriptor_mismatch_nominal_sim64.nc,0.7575,0.9442751736111111,0.7157453703703703,-0.2715833333333333,-0.036593171296296356,-0.27384982638888883
64,area,nominal,0.0,1.0,4,3000,12000,288,0.7575,0.9442751736111111,0.7157453703703703,trace_pvs_sdescriptor_mismatch_nominal_sim64.nc,0.7575,0.9442751736111111,0.7157453703703703,0.0,0.0,0.0
65,area,broad,-0.05,1.05,4,3000,12000,288,0.9355833333333333,0.9630659722222222,0.9010489004629629,trace_pvs_sdescriptor_mismatch_nominal_sim65.nc,0.7209166666666667,0.8517670717592593,0.6143654513888889,0.21466666666666667,0.11129890046296298,0.28668344907407406
65,area,narrow,0.02,0.98,4,3000,12000,288,0.5035833333333334,0.7793862847222223,0.39303153935185187,trace_pvs_sdescriptor_mismatch_nominal_sim65.nc,0.7209166666666667,0.8517670717592593,0.6143654513888889,-0.21733333333333327,-0.07238078703703699,-0.221333912037037
65,area,nominal,0.0,1.0,4,3000,12000,288,0.7209166666666667,0.8517670717592593,0.6143654513888889,trace_pvs_sdescriptor_mismatch_nominal_sim65.nc,0.7209166666666667,0.8517670717592593,0.6143654513888889,0.0,0.0,0.0
66,area,broad,-0.05,1.05,4,3000,12000,288,0.9780833333333333,0.9820876736111112,0.9605729166666667,trace_pvs_sdescriptor_mismatch_nominal_sim66.nc,0.8563333333333333,0.9022242476851852,0.7727630208333334,0.12175000000000002,0.07986342592592599,0.1878098958333333
66,area,narrow,0.02,0.98,4,3000,12000,288,0.6085,0.8212392939814814,0.5008697916666667,trace_pvs_sdescriptor_mismatch_nominal_sim66.nc,0.8563333333333333,0.9022242476851852,0.7727630208333334,-0.24783333333333324,-0.08098495370370373,-0.2718932291666667
66,area,nominal,0.0,1.0,4,3000,12000,288,0.8563333333333333,0.9022242476851852,0.7727630208333334,trace_pvs_sdescriptor_mismatch_nominal_sim66.nc,0.8563333333333333,0.9022242476851852,0.7727630208333334,0.0,0.0,0.0
67,area,broad,-0.05,1.05,4,3000,12000,288,0.9743333333333334,0.9818900462962963,0.9566869212962963,trace_pvs_sdescriptor_mismatch_nominal_sim67.nc,0.8606666666666667,0.9058978587962963,0.7798969907407407,0.1136666666666667,0.07599218750000003,0.17678993055555559
67,area,narrow,0.02,0.98,4,3000,12000,288,0.691,0.8353686342592592,0.5777789351851852,trace_pvs_sdescriptor_mismatch_nominal_sim67.nc,0.8606666666666667,0.9058978587962963,0.7798969907407407,-0.16966666666666674,-0.07052922453703703,-0.2021180555555555
67,area,nominal,0.0,1.0,4,3000,12000,288,0.8606666666666667,0.9058978587962963,0.7798969907407407,trace_pvs_sdescriptor_mismatch_nominal_sim67.nc,0.8606666666666667,0.9058978587962963,0.7798969907407407,0.0,0.0,0.0
68,area,broad,-0.05,1.05,4,3000,12000,288,0.9806666666666667,0.9857233796296296,0.9666770833333334,trace_pvs_sdescriptor_mismatch_nominal_sim68.nc,0.8715833333333334,0.9107844328703704,0.7939895833333334,0.10908333333333331,0.07493894675925927,0.1726875
68,area,narrow,0.02,0.98,4,3000,12000,288,0.682,0.8344548611111111,0.5697146990740741,trace_pvs_sdescriptor_mismatch_nominal_sim68.nc,0.8715833333333334,0.9107844328703704,0.7939895833333334,-0.18958333333333333,-0.07632957175925925,-0.22427488425925923
68,area,nominal,0.0,1.0,4,3000,12000,288,0.8715833333333334,0.9107844328703704,0.7939895833333334,trace_pvs_sdescriptor_mismatch_nominal_sim68.nc,0.8715833333333334,0.9107844328703704,0.7939895833333334,0.0,0.0,0.0
69,area,broad,-0.05,1.05,4,3000,12000,288,0.9538333333333333,0.9733602430555556,0.9284505208333333,trace_pvs_sdescriptor_mismatch_nominal_sim69.nc,0.7515,0.8652763310185185,0.6506921296296296,0.20233333333333337,0.10808391203703704,0.2777583912037037
69,area,narrow,0.02,0.98,4,3000,12000,288,0.488,0.7871174768518518,0.38484375,trace_pvs_sdescriptor_mismatch_nominal_sim69.nc,0.7515,0.8652763310185185,0.6506921296296296,-0.26349999999999996,-0.07815885416666668,-0.26584837962962965
