simulation_id,workflow,domain,y_min,y_max,chains,draws_per_chain,posterior_draws_total,n_obs,pvs_theta,pvs_pred,pvs_joint,trace_member
56,area,broad,-0.05,1.05,4,3000,12000,288,0.9798333333333333,0.9863113425925926,0.9664247685185186,trace_pvs_sdescriptor_mismatch_nominal_sim56.nc
56,area,narrow,0.02,0.98,4,3000,12000,288,0.7079166666666666,0.8367974537037037,0.5933321759259259,trace_pvs_sdescriptor_mismatch_nominal_sim56.nc
56,area,nominal,0.0,1.0,4,3000,12000,288,0.8846666666666667,0.9121391782407408,0.8071614583333333,trace_pvs_sdescriptor_mismatch_nominal_sim56.nc
57,area,broad,-0.05,1.05,4,3000,12000,288,0.9623333333333334,0.9749360532407407,0.9382346643518519,trace_pvs_sdescriptor_mismatch_nominal_sim57.nc
57,area,narrow,0.02,0.98,4,3000,12000,288,0.591,0.8089971064814815,0.4787355324074074,trace_pvs_sdescriptor_mismatch_nominal_sim57.nc
57,area,nominal,0.0,1.0,4,3000,12000,288,0.7924166666666667,0.8801137152777778,0.6977502893518519,trace_pvs_sdescriptor_mismatch_nominal_sim57.nc
58,area,broad,-0.05,1.05,4,3000,12000,288,0.96925,0.9888220486111111,0.9584360532407408,trace_pvs_sdescriptor_mismatch_nominal_sim58.nc
58,area,narrow,0.02,0.98,4,3000,12000,288,0.7054166666666667,0.908099537037037,0.6410902777777778,trace_pvs_sdescriptor_mismatch_nominal_sim58.nc
58,area,nominal,0.0,1.0,4,3000,12000,288,0.8586666666666667,0.9490538194444444,0.8151059027777777,trace_pvs_sdescriptor_mismatch_nominal_sim58.nc
59,area,broad,-0.05,1.05,4,3000,12000,288,0.984,0.9853862847222222,0.9696261574074074,trace_pvs_sdescriptor_mismatch_nominal_sim59.nc
59,area,narrow,0.02,0.98,4,3000,12000,288,0.7479166666666667,0.8451574074074074,0.6334155092592593,trace_pvs_sdescriptor_mismatch_nominal_sim59.nc
59,area,nominal,0.0,1.0,4,3000,12000,288,0.9074166666666666,0.912630787037037,0.8284048032407407,trace_pvs_sdescriptor_mismatch_nominal_sim59.nc
60,area,broad,-0.05,1.05,4,3000,12000,288,0.9615833333333333,0.960494212962963,0.9236371527777778,trace_pvs_sdescriptor_mismatch_nominal_sim60.nc
60,area,narrow,0.02,0.98,4,3000,12000,288,0.42475,0.747478587962963,0.3183093171296296,trace_pvs_sdescriptor_mismatch_nominal_sim60.nc
60,area,nominal,0.0,1.0,4,3000,12000,288,0.7220833333333333,0.8323408564814815,0.6016712962962963,trace_pvs_sdescriptor_mismatch_nominal_sim60.nc
61,area,broad,-0.05,1.05,4,3000,12000,288,0.93925,0.9516189236111111,0.8938368055555556,trace_pvs_sdescriptor_mismatch_nominal_sim61.nc
61,area,narrow,0.02,0.98,4,3000,12000,288,0.33108333333333334,0.7316206597222222,0.2425732060185185,trace_pvs_sdescriptor_mismatch_nominal_sim61.nc
61,area,nominal,0.0,1.0,4,3000,12000,288,0.5980833333333333,0.8111469907407407,0.485609375,trace_pvs_sdescriptor_mismatch_nominal_sim61.nc
62,area,broad,-0.05,1.05,4,3000,12000,288,0.9378333333333333,0.9857945601851852,0.9245448495370371,trace_pvs_sdescriptor_mismatch_nominal_sim62.nc
62,area,narrow,0.02,0.98,4,3000,12000,288,0.36141666666666666,0.8985636574074074,0.3258405671296296,trace_pvs_sdescriptor_mismatch_nominal_sim62.nc
62,area,nominal,0.0,1.0,4,3000,12000,288,0.6531666666666667,0.9425766782407408,0.6164204282407407,trace_pvs_sdescriptor_mismatch_nominal_sim62.nc
63,area,broad,-0.05,1.05,4,3000,12000,288,0.9675,0.9793483796296296,0.9475607638888889,trace_pvs_sdescriptor_mismatch_nominal_sim63.nc
63,area,narrow,0.02,0.98,4,3000,12000,288,0.5874166666666667,0.8752381365740741,0.5150063657407408,trace_pvs_sdescriptor_mismatch_nominal_sim63.nc
63,area,nominal,0.0,1.0,4,3000,12000,288,0.8143333333333334,0.9266684027777777,0.7549583333333333,trace_pvs_sdescriptor_mismatch_nominal_sim63.nc
64,area,broad,-0.05,1.05,4,3000,12000,288,0.9616666666666667,0.9824328703703704,0.9447980324074075,trace_pvs_sdescriptor_mismatch_nominal_sim64.nc
64,area,narrow,0.02,0.98,4,3000,12000,288,0.48591666666666666,0.9076820023148148,0.4418955439814815,trace_pvs_sdescriptor_mismatch_nominal_sim64.nc
64,area,nominal,0.0,1.0,4,3000,12000,288,0.7575,0.9442751736111111,0.7157453703703703,trace_pvs_sdescriptor_mismatch_nominal_sim64.nc
65,area,broad,-0.05,1.05,4,3000,12000,288,0.9355833333333333,0.9630659722222222,0.9010489004629629,trace_pvs_sdescriptor_mismatch_nominal_sim65.nc
65,area,narrow,0.02,0.98,4,3000,12000,288,0.5035833333333334,0.7793862847222223,0.39303153935185187,trace_pvs_sdescriptor_mismatch_nominal_sim65.nc
65,area,nominal,0.0,1.0,4,3000,12000,288,0.7209166666666667,0.8517670717592593,0.6143654513888889,trace_pvs_sdescriptor_mismatch_nominal_sim65.nc
66,area,broad,-0.05,1.05,4,3000,12000,288,0.9780833333333333,0.9820876736111112,0.9605729166666667,trace_pvs_sdescriptor_mismatch_nominal_sim66.nc
66,area,narrow,0.02,0.98,4,3000,12000,288,0.6085,0.8212392939814814,0.5008697916666667,trace_pvs_sdescriptor_mismatch_nominal_sim66.nc
66,area,nominal,0.0,1.0,4,3000,12000,288,0.8563333333333333,0.9022242476851852,0.7727630208333334,trace_pvs_sdescriptor_mismatch_nominal_sim66.nc
67,area,broad,-0.05,1.05,4,3000,12000,288,0.9743333333333334,0.9818900462962963,0.9566869212962963,trace_pvs_sdescriptor_mismatch_nominal_sim67.nc
67,area,narrow,0.02,0.98,4,3000,12000,288,0.691,0.8353686342592592,0.5777789351851852,trace_pvs_sdescriptor_mismatch_nominal_sim67.nc
67,area,nominal,0.0,1.0,4,3000,12000,288,0.8606666666666667,0.9058978587962963,0.7798969907407407,trace_pvs_sdescriptor_mismatch_nominal_sim67.nc
68,area,broad,-0.05,1.05,4,3000,12000,288,0.9806666666666667,0.9857233796296296,0.9666770833333334,trace_pvs_sdescriptor_mismatch_nominal_sim68.nc
68,area,narrow,0.02,0.98,4,3000,12000,288,0.682,0.8344548611111111,0.5697146990740741,trace_pvs_sdescriptor_mismatch_nominal_sim68.nc
68,area,nominal,0.0,1.0,4,3000,12000,288,0.8715833333333334,0.9107844328703704,0.7939895833333334,trace_pvs_sdescriptor_mismatch_nominal_sim68.nc
69,area,broad,-0.05,1.05,4,3000,12000,288,0.9538333333333333,0.9733602430555556,0.9284505208333333,trace_pvs_sdescriptor_mismatch_nominal_sim69.nc
69,area,narrow,0.02,0.98,4,3000,12000,288,0.488,0.7871174768518518,0.38484375,trace_pvs_sdescriptor_mismatch_nominal_sim69.nc
69,area,nominal,0.0,1.0,4,3000,12000,288,0.7515,0.8652763310185185,0.6506921296296296,trace_pvs_sdescriptor_mismatch_nominal_sim69.nc
70,area,broad,-0.05,1.05,4,3000,12000,288,0.9655,0.9733723958333333,0.9398003472222223,trace_pvs_sdescriptor_mismatch_nominal_sim70.nc
70,area,narrow,0.02,0.98,4,3000,12000,288,0.5698333333333333,0.8056160300925926,0.4601223958333333,trace_pvs_sdescriptor_mismatch_nominal_sim70.nc
70,area,nominal,0.0,1.0,4,3000,12000,288,0.803,0.8824615162037037,0.7091478587962963,trace_pvs_sdescriptor_mismatch_nominal_sim70.nc
71,area,broad,-0.05,1.05,4,3000,12000,288,0.96825,0.9778220486111111,0.9467769097222222,trace_pvs_sdescriptor_mismatch_nominal_sim71.nc
71,area,narrow,0.02,0.98,4,3000,12000,288,0.60825,0.8453975694444444,0.5153012152777777,trace_pvs_sdescriptor_mismatch_nominal_sim71.nc
71,area,nominal,0.0,1.0,4,3000,12000,288,0.8285833333333333,0.9100462962962963,0.7544554398148148,trace_pvs_sdescriptor_mismatch_nominal_sim71.nc
72,area,broad,-0.05,1.05,4,3000,12000,288,0.9639166666666666,0.9838920717592593,0.9484155092592592,trace_pvs_sdescriptor_mismatch_nominal_sim72.nc
72,area,narrow,0.02,0.98,4,3000,12000,288,0.40925,0.8897080439814815,0.3653388310185185,trace_pvs_sdescriptor_mismatch_nominal_sim72.nc
72,area,nominal,0.0,1.0,4,3000,12000,288,0.75075,0.9347647569444445,0.7024664351851851,trace_pvs_sdescriptor_mismatch_nominal_sim72.nc
73,area,broad,-0.05,1.05,4,3000,12000,288,0.9754166666666667,0.9820972222222222,0.9579655671296297,trace_pvs_sdescriptor_mismatch_nominal_sim73.nc
73,area,narrow,0.02,0.98,4,3000,12000,288,0.6165833333333334,0.8141510416666666,0.5029334490740741,trace_pvs_sdescriptor_mismatch_nominal_sim73.nc
73,area,nominal,0.0,1.0,4,3000,12000,288,0.8450833333333333,0.8928654513888888,0.7548642939814815,trace_pvs_sdescriptor_mismatch_nominal_sim73.nc
74,area,broad,-0.05,1.05,4,3000,12000,288,0.9484166666666667,0.965087962962963,0.9153188657407407,trace_pvs_sdescriptor_mismatch_nominal_sim74.nc
74,area,narrow,0.02,0.98,4,3000,12000,288,0.49883333333333335,0.7793715277777777,0.38958767361111113,trace_pvs_sdescriptor_mismatch_nominal_sim74.nc
74,area,nominal,0.0,1.0,4,3000,12000,288,0.7423333333333333,0.8571576967592592,0.6366822916666667,trace_pvs_sdescriptor_mismatch_nominal_sim74.nc
75,area,broad,-0.05,1.05,4,3000,12000,288,0.9734166666666667,0.9808718171296297,0.9548058449074074,trace_pvs_sdescriptor_mismatch_nominal_sim75.nc
75,area,narrow,0.02,0.98,4,3000,12000,288,0.6438333333333334,0.8174658564814815,0.5273075810185185,trace_pvs_sdescriptor_mismatch_nominal_sim75.nc
75,area,nominal,0.0,1.0,4,3000,12000,288,0.8560833333333333,0.8949592013888888,0.7664658564814815,trace_pvs_sdescriptor_mismatch_nominal_sim75.nc
76,area,broad,-0.05,1.05,4,3000,12000,288,0.92275,0.9324097222222222,0.8604632523148148,trace_pvs_sdescriptor_mismatch_nominal_sim76.nc
76,area,narrow,0.02,0.98,4,3000,12000,288,0.35675,0.6951984953703704,0.24843721064814814,trace_pvs_sdescriptor_mismatch_nominal_sim76.nc
76,area,nominal,0.0,1.0,4,3000,12000,288,0.58575,0.7766096643518519,0.45533275462962963,trace_pvs_sdescriptor_mismatch_nominal_sim76.nc
77,area,broad,-0.05,1.05,4,3000,12000,288,0.93275,0.9849169560185185,0.9187019675925926,trace_pvs_sdescriptor_mismatch_nominal_sim77.nc
77,area,narrow,0.02,0.98,4,3000,12000,288,0.4225,0.8684273726851852,0.3680159143518518,trace_pvs_sdescriptor_mismatch_nominal_sim77.nc
77,area,nominal,0.0,1.0,4,3000,12000,288,0.6923333333333334,0.9237311921296296,0.6402103587962963,trace_pvs_sdescriptor_mismatch_nominal_sim77.nc
78,area,broad,-0.05,1.05,4,3000,12000,288,0.9564166666666667,0.9831481481481481,0.9402821180555555,trace_pvs_sdescriptor_mismatch_nominal_sim78.nc
78,area,narrow,0.02,0.98,4,3000,12000,288,0.6705,0.8859916087962963,0.594638599537037,trace_pvs_sdescriptor_mismatch_nominal_sim78.nc
78,area,nominal,0.0,1.0,4,3000,12000,288,0.8165833333333333,0.9339131944444444,0.7628064236111111,trace_pvs_sdescriptor_mismatch_nominal_sim78.nc
79,area,broad,-0.05,1.05,4,3000,12000,288,0.9670833333333333,0.9760315393518518,0.9439056712962963,trace_pvs_sdescriptor_mismatch_nominal_sim79.nc
79,area,narrow,0.02,0.98,4,3000,12000,288,0.5794166666666667,0.8103098958333333,0.4700740740740741,trace_pvs_sdescriptor_mismatch_nominal_sim79.nc
79,area,nominal,0.0,1.0,4,3000,12000,288,0.7866666666666666,0.8812760416666666,0.6935529513888888,trace_pvs_sdescriptor_mismatch_nominal_sim79.nc
80,area,broad,-0.05,1.05,4,3000,12000,288,0.97575,0.9770069444444445,0.953330150462963,trace_pvs_sdescriptor_mismatch_nominal_sim80.nc
80,area,narrow,0.02,0.98,4,3000,12000,288,0.6415,0.7958220486111112,0.5112256944444444,trace_pvs_sdescriptor_mismatch_nominal_sim80.nc
80,area,nominal,0.0,1.0,4,3000,12000,288,0.8506666666666667,0.8785324074074075,0.7476553819444445,trace_pvs_sdescriptor_mismatch_nominal_sim80.nc
81,area,broad,-0.05,1.05,4,3000,12000,288,0.9669166666666666,0.9692112268518519,0.9372034143518518,trace_pvs_sdescriptor_mismatch_nominal_sim81.nc
81,area,narrow,0.02,0.98,4,3000,12000,288,0.5170833333333333,0.7923929398148148,0.4109620949074074,trace_pvs_sdescriptor_mismatch_nominal_sim81.nc
81,area,nominal,0.0,1.0,4,3000,12000,288,0.7985,0.8731105324074074,0.6977019675925926,trace_pvs_sdescriptor_mismatch_nominal_sim81.nc
82,area,broad,-0.05,1.05,4,3000,12000,288,0.94875,0.9568952546296297,0.9078776041666666,trace_pvs_sdescriptor_mismatch_nominal_sim82.nc
82,area,narrow,0.02,0.98,4,3000,12000,288,0.44275,0.7630324074074074,0.3383394097222222,trace_pvs_sdescriptor_mismatch_nominal_sim82.nc
82,area,nominal,0.0,1.0,4,3000,12000,288,0.6945833333333333,0.8366394675925926,0.5814973958333334,trace_pvs_sdescriptor_mismatch_nominal_sim82.nc
83,area,broad,-0.05,1.05,4,3000,12000,288,0.9345833333333333,0.9688098958333333,0.9054945023148148,trace_pvs_sdescriptor_mismatch_nominal_sim83.nc
83,area,narrow,0.02,0.98,4,3000,12000,288,0.5025833333333334,0.8108810763888888,0.408326099537037,trace_pvs_sdescriptor_mismatch_nominal_sim83.nc
83,area,nominal,0.0,1.0,4,3000,12000,288,0.71475,0.8732346643518518,0.6245069444444444,trace_pvs_sdescriptor_mismatch_nominal_sim83.nc
84,area,broad,-0.05,1.05,4,3000,12000,288,0.976,0.9799563078703704,0.956474537037037,trace_pvs_sdescriptor_mismatch_nominal_sim84.nc
84,area,narrow,0.02,0.98,4,3000,12000,288,0.4280833333333333,0.7735677083333333,0.33294126157407405,trace_pvs_sdescriptor_mismatch_nominal_sim84.nc
84,area,nominal,0.0,1.0,4,3000,12000,288,0.81025,0.8670052083333334,0.703103587962963,trace_pvs_sdescriptor_mismatch_nominal_sim84.nc
85,area,broad,-0.05,1.05,4,3000,12000,288,0.9683333333333334,0.991595775462963,0.9602120949074074,trace_pvs_sdescriptor_mismatch_nominal_sim85.nc
85,area,narrow,0.02,0.98,4,3000,12000,288,0.7376666666666667,0.8836440972222223,0.6523023726851852,trace_pvs_sdescriptor_mismatch_nominal_sim85.nc
85,area,nominal,0.0,1.0,4,3000,12000,288,0.86125,0.9374875578703704,0.8075755208333333,trace_pvs_sdescriptor_mismatch_nominal_sim85.nc
86,area,broad,-0.05,1.05,4,3000,12000,288,0.9661666666666666,0.9891134259259259,0.9556686921296297,trace_pvs_sdescriptor_mismatch_nominal_sim86.nc
86,area,narrow,0.02,0.98,4,3000,12000,288,0.6411666666666667,0.8624641203703703,0.5538602430555556,trace_pvs_sdescriptor_mismatch_nominal_sim86.nc
86,area,nominal,0.0,1.0,4,3000,12000,288,0.8333333333333334,0.927166087962963,0.7729603587962963,trace_pvs_sdescriptor_mismatch_nominal_sim86.nc
87,area,broad,-0.05,1.05,4,3000,12000,288,0.9678333333333333,0.9724872685185185,0.9412256944444445,trace_pvs_sdescriptor_mismatch_nominal_sim87.nc
87,area,narrow,0.02,0.98,4,3000,12000,288,0.5533333333333333,0.7985784143518518,0.4424652777777778,trace_pvs_sdescriptor_mismatch_nominal_sim87.nc
87,area,nominal,0.0,1.0,4,3000,12000,288,0.789,0.8743032407407407,0.6901273148148148,trace_pvs_sdescriptor_mismatch_nominal_sim87.nc
88,area,broad,-0.05,1.05,4,3000,12000,288,0.9730833333333333,0.9847575231481481,0.9582719907407408,trace_pvs_sdescriptor_mismatch_nominal_sim88.nc
88,area,narrow,0.02,0.98,4,3000,12000,288,0.7105,0.8863512731481481,0.6304401041666666,trace_pvs_sdescriptor_mismatch_nominal_sim88.nc
88,area,nominal,0.0,1.0,4,3000,12000,288,0.8655,0.9344134837962963,0.8089473379629629,trace_pvs_sdescriptor_mismatch_nominal_sim88.nc
89,area,broad,-0.05,1.05,4,3000,12000,288,0.9730833333333333,0.9744470486111111,0.9482523148148149,trace_pvs_sdescriptor_mismatch_nominal_sim89.nc
89,area,narrow,0.02,0.98,4,3000,12000,288,0.60425,0.7988706597222223,0.48364091435185186,trace_pvs_sdescriptor_mismatch_nominal_sim89.nc
89,area,nominal,0.0,1.0,4,3000,12000,288,0.8299166666666666,0.880894386574074,0.7314085648148149,trace_pvs_sdescriptor_mismatch_nominal_sim89.nc
90,area,broad,-0.05,1.05,4,3000,12000,288,0.9878333333333333,0.9934233217592593,0.9813385416666667,trace_pvs_sdescriptor_mismatch_nominal_sim90.nc
90,area,narrow,0.02,0.98,4,3000,12000,288,0.7151666666666666,0.9168220486111112,0.6569768518518518,trace_pvs_sdescriptor_mismatch_nominal_sim90.nc
90,area,nominal,0.0,1.0,4,3000,12000,288,0.9166666666666666,0.9582222222222222,0.8786322337962963,trace_pvs_sdescriptor_mismatch_nominal_sim90.nc
91,area,broad,-0.05,1.05,4,3000,12000,288,0.9504166666666667,0.9759534143518519,0.9276388888888889,trace_pvs_sdescriptor_mismatch_nominal_sim91.nc
91,area,narrow,0.02,0.98,4,3000,12000,288,0.4795,0.8197838541666667,0.3942146990740741,trace_pvs_sdescriptor_mismatch_nominal_sim91.nc
91,area,nominal,0.0,1.0,4,3000,12000,288,0.7388333333333333,0.8887563657407408,0.6571990740740741,trace_pvs_sdescriptor_mismatch_nominal_sim91.nc
92,area,broad,-0.05,1.05,4,3000,12000,288,0.91575,0.982322337962963,0.8996550925925926,trace_pvs_sdescriptor_mismatch_nominal_sim92.nc
92,area,narrow,0.02,0.98,4,3000,12000,288,0.29058333333333336,0.8884363425925926,0.25890972222222225,trace_pvs_sdescriptor_mismatch_nominal_sim92.nc
92,area,nominal,0.0,1.0,4,3000,12000,288,0.5708333333333333,0.9328098958333333,0.5332404513888889,trace_pvs_sdescriptor_mismatch_nominal_sim92.nc
93,area,broad,-0.05,1.05,4,3000,12000,288,0.9725,0.9810052083333334,0.9540483217592592,trace_pvs_sdescriptor_mismatch_nominal_sim93.nc
93,area,narrow,0.02,0.98,4,3000,12000,288,0.6781666666666667,0.8559965277777778,0.5812962962962963,trace_pvs_sdescriptor_mismatch_nominal_sim93.nc
93,area,nominal,0.0,1.0,4,3000,12000,288,0.85225,0.9179516782407408,0.7826377314814815,trace_pvs_sdescriptor_mismatch_nominal_sim93.nc
94,area,broad,-0.05,1.05,4,3000,12000,288,0.9935,0.985152199074074,0.9787633101851851,trace_pvs_sdescriptor_mismatch_nominal_sim94.nc
94,area,narrow,0.02,0.98,4,3000,12000,288,0.8656666666666667,0.871636574074074,0.7551490162037037,trace_pvs_sdescriptor_mismatch_nominal_sim94.nc
94,area,nominal,0.0,1.0,4,3000,12000,288,0.95275,0.9269730902777777,0.8832497106481482,trace_pvs_sdescriptor_mismatch_nominal_sim94.nc
95,area,broad,-0.05,1.05,4,3000,12000,288,0.9705833333333334,0.9539074074074074,0.925886863425926,trace_pvs_sdescriptor_mismatch_nominal_sim95.nc
95,area,narrow,0.02,0.98,4,3000,12000,288,0.32133333333333336,0.7611215277777778,0.24594155092592593,trace_pvs_sdescriptor_mismatch_nominal_sim95.nc
95,area,nominal,0.0,1.0,4,3000,12000,288,0.7325833333333334,0.8353935185185185,0.6130104166666667,trace_pvs_sdescriptor_mismatch_nominal_sim95.nc
96,area,broad,-0.05,1.05,4,3000,12000,288,0.96,0.973759837962963,0.9348602430555556,trace_pvs_sdescriptor_mismatch_nominal_sim96.nc
96,area,narrow,0.02,0.98,4,3000,12000,288,0.5590833333333334,0.8039557291666667,0.4503605324074074,trace_pvs_sdescriptor_mismatch_nominal_sim96.nc
96,area,nominal,0.0,1.0,4,3000,12000,288,0.78175,0.8771715856481481,0.6861050347222222,trace_pvs_sdescriptor_mismatch_nominal_sim96.nc
97,area,broad,-0.05,1.05,4,3000,12000,288,0.9645,0.9766984953703703,0.9420471643518519,trace_pvs_sdescriptor_mismatch_nominal_sim97.nc
97,area,narrow,0.02,0.98,4,3000,12000,288,0.61175,0.8159262152777778,0.5002688078703704,trace_pvs_sdescriptor_mismatch_nominal_sim97.nc
97,area,nominal,0.0,1.0,4,3000,12000,288,0.8313333333333334,0.8907204861111111,0.7408512731481481,trace_pvs_sdescriptor_mismatch_nominal_sim97.nc
98,area,broad,-0.05,1.05,4,3000,12000,288,0.9013333333333333,0.9683972800925926,0.8728703703703704,trace_pvs_sdescriptor_mismatch_nominal_sim98.nc
98,area,narrow,0.02,0.98,4,3000,12000,288,0.3463333333333333,0.8352164351851852,0.2902838541666667,trace_pvs_sdescriptor_mismatch_nominal_sim98.nc
98,area,nominal,0.0,1.0,4,3000,12000,288,0.5906666666666667,0.893707175925926,0.5285494791666666,trace_pvs_sdescriptor_mismatch_nominal_sim98.nc
99,area,broad,-0.05,1.05,4,3000,12000,288,0.96175,0.9650694444444444,0.9281704282407407,trace_pvs_sdescriptor_mismatch_nominal_sim99.nc
99,area,narrow,0.02,0.98,4,3000,12000,288,0.4553333333333333,0.7719563078703704,0.35255902777777776,trace_pvs_sdescriptor_mismatch_nominal_sim99.nc
99,area,nominal,0.0,1.0,4,3000,12000,288,0.7493333333333333,0.8532552083333333,0.6399019097222223,trace_pvs_sdescriptor_mismatch_nominal_sim99.nc
100,area,broad,-0.05,1.05,4,3000,12000,288,0.99575,0.9896461226851851,0.9854357638888889,trace_pvs_sdescriptor_mismatch_nominal_sim100.nc
100,area,narrow,0.02,0.98,4,3000,12000,288,0.9016666666666666,0.8689334490740741,0.7838501157407407,trace_pvs_sdescriptor_mismatch_nominal_sim100.nc
100,area,nominal,0.0,1.0,4,3000,12000,288,0.9689166666666666,0.9330992476851852,0.9041064814814814,trace_pvs_sdescriptor_mismatch_nominal_sim100.nc
101,area,broad,-0.05,1.05,4,3000,12000,288,0.984,0.9898232060185185,0.9740049189814814,trace_pvs_sdescriptor_mismatch_nominal_sim101.nc
101,area,narrow,0.02,0.98,4,3000,12000,288,0.7423333333333333,0.9021603009259259,0.6703926504629629,trace_pvs_sdescriptor_mismatch_nominal_sim101.nc
101,area,nominal,0.0,1.0,4,3000,12000,288,0.8979166666666667,0.9484050925925926,0.8517786458333333,trace_pvs_sdescriptor_mismatch_nominal_sim101.nc
102,area,broad,-0.05,1.05,4,3000,12000,288,0.9765833333333334,0.9741064814814815,0.9513052662037037,trace_pvs_sdescriptor_mismatch_nominal_sim102.nc
102,area,narrow,0.02,0.98,4,3000,12000,288,0.593,0.8033521412037037,0.4776840277777778,trace_pvs_sdescriptor_mismatch_nominal_sim102.nc
102,area,nominal,0.0,1.0,4,3000,12000,288,0.8534166666666667,0.8844354745370371,0.7550590277777778,trace_pvs_sdescriptor_mismatch_nominal_sim102.nc
103,area,broad,-0.05,1.05,4,3000,12000,288,0.8811666666666667,0.969136863425926,0.8541281828703704,trace_pvs_sdescriptor_mismatch_nominal_sim103.nc
103,area,narrow,0.02,0.98,4,3000,12000,288,0.23275,0.8351125578703704,0.19532060185185185,trace_pvs_sdescriptor_mismatch_nominal_sim103.nc
103,area,nominal,0.0,1.0,4,3000,12000,288,0.5075833333333334,0.8914603587962963,0.4532433449074074,trace_pvs_sdescriptor_mismatch_nominal_sim103.nc
104,area,broad,-0.05,1.05,4,3000,12000,288,0.9900833333333333,0.9783188657407408,0.9686310763888889,trace_pvs_sdescriptor_mismatch_nominal_sim104.nc
104,area,narrow,0.02,0.98,4,3000,12000,288,0.5893333333333334,0.7854143518518518,0.46517997685185186,trace_pvs_sdescriptor_mismatch_nominal_sim104.nc
104,area,nominal,0.0,1.0,4,3000,12000,288,0.90925,0.8782112268518518,0.7988828125,trace_pvs_sdescriptor_mismatch_nominal_sim104.nc
105,area,broad,-0.05,1.05,4,3000,12000,288,0.9898333333333333,0.9878179976851852,0.9777711226851852,trace_pvs_sdescriptor_mismatch_nominal_sim105.nc
105,area,narrow,0.02,0.98,4,3000,12000,288,0.837,0.8712740162037037,0.7296799768518518,trace_pvs_sdescriptor_mismatch_nominal_sim105.nc
105,area,nominal,0.0,1.0,4,3000,12000,288,0.93125,0.9340925925925926,0.8699056712962963,trace_pvs_sdescriptor_mismatch_nominal_sim105.nc
106,area,broad,-0.05,1.05,4,3000,12000,288,0.9881666666666666,0.9746750578703703,0.9631478587962963,trace_pvs_sdescriptor_mismatch_nominal_sim106.nc
106,area,narrow,0.02,0.98,4,3000,12000,288,0.6535,0.8077149884259259,0.5294192708333333,trace_pvs_sdescriptor_mismatch_nominal_sim106.nc
106,area,nominal,0.0,1.0,4,3000,12000,288,0.9105833333333333,0.8799097222222222,0.8015179398148148,trace_pvs_sdescriptor_mismatch_nominal_sim106.nc
107,area,broad,-0.05,1.05,4,3000,12000,288,0.9775,0.9919612268518518,0.9696519097222223,trace_pvs_sdescriptor_mismatch_nominal_sim107.nc
107,area,narrow,0.02,0.98,4,3000,12000,288,0.77425,0.9099415509259259,0.704943287037037,trace_pvs_sdescriptor_mismatch_nominal_sim107.nc
107,area,nominal,0.0,1.0,4,3000,12000,288,0.88775,0.9534265046296296,0.8465619212962963,trace_pvs_sdescriptor_mismatch_nominal_sim107.nc
108,area,broad,-0.05,1.05,4,3000,12000,288,0.9518333333333333,0.9763570601851852,0.9293799189814815,trace_pvs_sdescriptor_mismatch_nominal_sim108.nc
108,area,narrow,0.02,0.98,4,3000,12000,288,0.415,0.8083197337962963,0.33685069444444443,trace_pvs_sdescriptor_mismatch_nominal_sim108.nc
108,area,nominal,0.0,1.0,4,3000,12000,288,0.7355,0.8807337962962963,0.6485726273148148,trace_pvs_sdescriptor_mismatch_nominal_sim108.nc
109,area,broad,-0.05,1.05,4,3000,12000,288,0.96025,0.9786493055555555,0.9397572337962963,trace_pvs_sdescriptor_mismatch_nominal_sim109.nc
109,area,narrow,0.02,0.98,4,3000,12000,288,0.5734166666666667,0.8109565972222222,0.4662540509259259,trace_pvs_sdescriptor_mismatch_nominal_sim109.nc
109,area,nominal,0.0,1.0,4,3000,12000,288,0.7981666666666667,0.8843645833333333,0.7064670138888889,trace_pvs_sdescriptor_mismatch_nominal_sim109.nc
110,area,broad,-0.05,1.05,4,3000,12000,288,0.94925,0.9815049189814815,0.9317118055555556,trace_pvs_sdescriptor_mismatch_nominal_sim110.nc
110,area,narrow,0.02,0.98,4,3000,12000,288,0.5400833333333334,0.8529615162037038,0.46169791666666665,trace_pvs_sdescriptor_mismatch_nominal_sim110.nc
110,area,nominal,0.0,1.0,4,3000,12000,288,0.7609166666666667,0.9121142939814815,0.6943993055555555,trace_pvs_sdescriptor_mismatch_nominal_sim110.nc
111,area,broad,-0.05,1.05,4,3000,12000,288,0.9771666666666666,0.9834855324074074,0.961017650462963,trace_pvs_sdescriptor_mismatch_nominal_sim111.nc
111,area,narrow,0.02,0.98,4,3000,12000,288,0.7243333333333334,0.8571125578703703,0.6214074074074074,trace_pvs_sdescriptor_mismatch_nominal_sim111.nc
111,area,nominal,0.0,1.0,4,3000,12000,288,0.8743333333333333,0.9213272569444444,0.8057815393518518,trace_pvs_sdescriptor_mismatch_nominal_sim111.nc
112,area,broad,-0.05,1.05,4,3000,12000,288,0.9955833333333334,0.9891684027777777,0.9848052662037037,trace_pvs_sdescriptor_mismatch_nominal_sim112.nc
112,area,narrow,0.02,0.98,4,3000,12000,288,0.881,0.8535205439814815,0.7525416666666667,trace_pvs_sdescriptor_mismatch_nominal_sim112.nc
112,area,nominal,0.0,1.0,4,3000,12000,288,0.9654166666666667,0.9259858217592593,0.8941307870370371,trace_pvs_sdescriptor_mismatch_nominal_sim112.nc
