simulation_id,scenario_id,model_name,descriptor_used,n_obs,n_labs,n_batches,n_exposure_levels,n_replicates,rmse,mae,r2_or_pseudo_r2,aic,bic,coverage_50,coverage_80,coverage_90,coverage_95,rhat_max,ess_bulk_min,ess_tail_min,n_divergences,bfmi_min,ppc_coverage,lab_variance_recovery,batch_variance_recovery,transition_region_error,extrapolation_error,pvs_theta,pvs_pred,pvs_descriptor,pvs_joint,prior_sensitivity_delta_pvs,admissibility_sensitivity_delta_pvs,runtime_seconds,residual_normality_p,residual_heteroscedasticity_p,residual_tail_flag,diagnostic_flag
3,descriptor_mismatch_nominal,Bayes_hierarchical_mass_MCMC,mass,288,3,4,8,3,0.15950622549071505,0.13950203133574351,0.7840565362156287,,,0.3645833333333333,0.8229166666666666,0.96875,1.0,1.0,3568.0,4831.0,0.0,0.7910567434264947,1.0,3.3448152250772027,4.004522552521069,0.07849280623335973,,,0.7696788194444445,1.0,0.7696788194444445,,,28.047245280002244,7.519938019103375e-05,0.38570416991028217,0.0,low_joint_pvs
3,descriptor_mismatch_nominal,PVS_aware_area_MCMC,reactive_area,288,3,4,8,3,0.04741299822368329,0.03225554789878608,0.9809199448466546,,,0.5347222222222222,0.8298611111111112,0.9027777777777778,0.9479166666666666,1.0,2539.0,3850.0,1.0,0.7674662880990706,0.9479166666666666,1.0659642686292758,2.752170124692536,0.01028590228868847,,0.8316666666666667,0.8823735532407407,1.0,0.7341429398148148,,,96.05110644298838,3.049180331431398e-93,1.776075859227722e-09,1.0,divergences;heteroscedastic_residuals;low_joint_pvs
4,descriptor_mismatch_nominal,OLS_ANOVA_mass_fixed_effects,mass,288,3,4,8,3,0.16064493372343897,0.14141451001193403,0.7743695049023479,-221.9412333717288,-196.30051001077717,,,,,,,,,,,,,0.10034864789512922,,,,,,,,0.006244720992981456,0.00011501230215128559,0.22939015105399474,0.0,ok
4,descriptor_mismatch_nominal,Bayes_hierarchical_mass_MCMC,mass,288,3,4,8,3,0.1607993351451633,0.1413918229220921,0.7739355738686559,,,0.3888888888888889,0.8020833333333334,0.96875,0.9965277777777778,1.0,2576.0,2728.0,4.0,0.7113296070616323,0.9965277777777778,1.171288462572551,2.1154120414012456,0.10484213357686442,,,0.7792815393518518,1.0,0.7792815393518518,,,20.47533561399905,0.00012442212202018745,0.15829939337818374,0.0,divergences;low_joint_pvs
4,descriptor_mismatch_nominal,PVS_aware_area_MCMC,reactive_area,288,3,4,8,3,0.05267728410042238,0.03749395286597803,0.9757389004113519,,,0.5381944444444444,0.8159722222222222,0.90625,0.9618055555555556,1.0,2852.0,3945.0,0.0,0.7407455386360329,0.9618055555555556,2.29865477664768,1.390787809194748,0.004940119231928759,,0.8436666666666667,0.9171782407407407,1.0,0.7740755208333333,,,82.09280093399866,9.098556199895904e-52,0.723134372812031,1.0,low_joint_pvs
5,descriptor_mismatch_nominal,OLS_ANOVA_mass_fixed_effects,mass,288,3,4,8,3,0.15592291422770532,0.13422976687040267,0.8192121159036282,-239.12608012735802,-213.4853567664064,,,,,,,,,,,,,0.07432961683204269,,,,,,,,0.006275391991948709,0.0006221888089242278,0.0002652118766363573,0.0,heteroscedastic_residuals
5,descriptor_mismatch_nominal,Bayes_hierarchical_mass_MCMC,mass,288,3,4,8,3,0.15635070575567778,0.13446696092471655,0.818218732470885,,,0.3958333333333333,0.7916666666666666,0.9444444444444444,0.9895833333333334,1.0,3490.0,3386.0,0.0,0.7466244663175396,0.9895833333333334,4.050261893833335,1.0834807215850857,0.0757746534626295,,,0.7816313657407408,1.0,0.7816313657407408,,,28.62654124299297,0.0007191054681078473,0.00018096379923430032,0.0,heteroscedastic_residuals;low_joint_pvs
5,descriptor_mismatch_nominal,PVS_aware_area_MCMC,reactive_area,288,3,4,8,3,0.04805043320491541,0.03570140415381329,0.9828310375668138,,,0.5138888888888888,0.8125,0.9166666666666666,0.9548611111111112,1.0,2752.0,3667.0,0.0,0.753032238538031,0.9548611111111112,3.2762581882728496,0.5420665436097009,0.006208093520588452,,0.74875,0.9176166087962963,1.0,0.6874479166666667,,,91.33429128800344,5.423874583906826e-07,0.0435005675072042,1.0,heteroscedastic_residuals;low_joint_pvs
6,descriptor_mismatch_nominal,OLS_ANOVA_mass_fixed_effects,mass,288,3,4,8,3,0.1682865419868774,0.1495950879134712,0.7707525534261127,-195.1736006302973,-169.53287726934568,,,,,,,,,,,,,0.10181545327984232,,,,,,,,0.006197017006343231,0.00018730349468590015,0.14354226480417015,0.0,ok
6,descriptor_mismatch_nominal,Bayes_hierarchical_mass_MCMC,mass,288,3,4,8,3,0.16854252669302275,0.15006591885827908,0.7700545953808317,,,0.3541666666666667,0.8125,0.9756944444444444,0.9930555555555556,1.0,2923.0,4100.0,0.0,0.7159936027933385,0.9930555555555556,4.2995015365977896,2.28042997387883,0.10298736318479337,,,0.7788234953703703,1.0,0.7788234953703703,,,28.01812325800711,0.0001788204218936656,0.12479261381377463,0.0,low_joint_pvs
6,descriptor_mismatch_nominal,PVS_aware_area_MCMC,reactive_area,288,3,4,8,3,0.05247081795822429,0.03628882393725606,0.9777135239566777,,,0.5,0.8159722222222222,0.9305555555555556,0.9618055555555556,1.0,3149.0,3906.0,0.0,0.771531486557968,0.9618055555555556,2.1789779282738797,1.6449733437017764,0.00872038516005097,,0.8509166666666667,0.9305043402777777,1.0,0.7920202546296297,,,85.85282763400755,8.256515942307652e-187,0.13125588200454485,1.0,low_joint_pvs
7,descriptor_mismatch_nominal,OLS_ANOVA_mass_fixed_effects,mass,288,3,4,8,3,0.1428865729258261,0.12198177125360095,0.8498207765949178,-289.41700091417135,-263.77627755321976,,,,,,,,,,,,,0.07128642457981926,,,,,,,,0.005940589006058872,0.0006092062185660523,0.0002551045202169748,0.0,heteroscedastic_residuals
7,descriptor_mismatch_nominal,Bayes_hierarchical_mass_MCMC,mass,288,3,4,8,3,0.14323751159247725,0.12215504126741915,0.8490821708997303,,,0.4270833333333333,0.7708333333333334,0.9548611111111112,0.9930555555555556,1.0,2876.0,3184.0,7.0,0.7063090015578442,0.9930555555555556,1.8570274227994934,1.1635742990339872,0.07244026645301692,,,0.7648874421296297,1.0,0.7648874421296297,,,23.756868935000966,0.000715467749181393,0.00016554227979123794,0.0,divergences;heteroscedastic_residuals;low_joint_pvs
7,descriptor_mismatch_nominal,PVS_aware_area_MCMC,reactive_area,288,3,4,8,3,0.04788764809247242,0.03587883146473804,0.9831315945835608,,,0.5069444444444444,0.8368055555555556,0.9131944444444444,0.9652777777777778,1.0,3055.0,3977.0,0.0,0.7814534915342238,0.9652777777777778,1.7859708133683607,2.101890055780378,0.012772164368340898,,0.70375,0.8635784143518519,1.0,0.6083946759259259,,,83.44105283700628,4.774239504305039e-30,0.09378179510381768,1.0,low_joint_pvs
8,descriptor_mismatch_nominal,OLS_ANOVA_mass_fixed_effects,mass,288,3,4,8,3,0.15928304837012827,0.13869437836960127,0.7945418789933183,-226.84515391459638,-201.20443055364476,,,,,,,,,,,,,0.0827585831358509,,,,,,,,0.006252812992897816,0.000186601355455353,0.05597797422593148,0.0,ok
8,descriptor_mismatch_nominal,Bayes_hierarchical_mass_MCMC,mass,288,3,4,8,3,0.15951090817308541,0.13874846633192106,0.793953628917327,,,0.3819444444444444,0.7951388888888888,0.9583333333333334,1.0,1.0,3360.0,4678.0,0.0,0.7639173582556861,1.0,4.28876053838957,1.4463430100336225,0.08331068679174351,,,0.7818443287037037,1.0,0.7818443287037037,,,28.24732716899598,0.000186662672588707,0.03546403979425926,0.0,heteroscedastic_residuals;low_joint_pvs
8,descriptor_mismatch_nominal,PVS_aware_area_MCMC,reactive_area,288,3,4,8,3,0.04631466490661112,0.036187693759148654,0.9826291429196679,,,0.4861111111111111,0.8368055555555556,0.9027777777777778,0.9548611111111112,1.0,3386.0,3382.0,0.0,0.7982089036689535,0.9548611111111112,2.70093285375423,1.7070936410689688,0.006327883210539119,,0.7406666666666667,0.9162766203703704,1.0,0.6792201967592593,,,95.3105595530069,0.30899061997898974,0.03420784372843709,0.0,heteroscedastic_residuals;low_joint_pvs
9,descriptor_mismatch_nominal,OLS_ANOVA_mass_fixed_effects,mass,288,3,4,8,3,0.1504416036155229,0.12934151542285996,0.8318933770292037,-259.73924957240035,-234.09852621144873,,,,,,,,,,,,,0.07321803387766719,,,,,,,,0.005862969002919272,0.0005116056675185459,6.184750450553906e-05,0.0,heteroscedastic_residuals
9,descriptor_mismatch_nominal,Bayes_hierarchical_mass_MCMC,mass,288,3,4,8,3,0.15055468038260764,0.12931540301302422,0.8316405733250997,,,0.40625,0.7951388888888888,0.96875,0.9826388888888888,1.0,3384.0,3916.0,5.0,0.7748861184600877,0.9826388888888888,1.215806522119852,4.500019782365749,0.07510495189071695,,,0.7641605902777778,1.0,0.7641605902777778,,,26.600659645991982,0.00047008872132437465,4.127896964753888e-05,0.0,divergences;heteroscedastic_residuals;low_joint_pvs
